 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                he4           c12           o16           ne20          mg24          si28          s32           ar36 
   7122  5.815472022122E-05  2.487990E-04  4.790325E-06  1.101257E-04  3.132356E-06  5.398845E-04  2.028018E-01  1.733189E-01  7.477232E-02
   7123  5.816548124970E-05  2.488058E-04  4.789995E-06  1.101091E-04  3.131909E-06  5.398091E-04  2.027803E-01  1.733057E-01  7.476865E-02
   7124  5.817228401893E-05  2.488102E-04  4.789787E-06  1.100986E-04  3.131626E-06  5.397614E-04  2.027667E-01  1.732973E-01  7.476634E-02
   7125  5.817697659541E-05  2.488131E-04  4.789643E-06  1.100914E-04  3.131432E-06  5.397285E-04  2.027573E-01  1.732915E-01  7.476474E-02
   7126  5.818067675834E-05  2.488155E-04  4.789530E-06  1.100857E-04  3.131278E-06  5.397025E-04  2.027499E-01  1.732870E-01  7.476348E-02
   7127  5.818362501986E-05  2.488173E-04  4.789440E-06  1.100812E-04  3.131156E-06  5.396819E-04  2.027440E-01  1.732834E-01  7.476248E-02
   7128  5.819427788114E-05  2.488241E-04  4.789113E-06  1.100648E-04  3.130714E-06  5.396072E-04  2.027228E-01  1.732702E-01  7.475885E-02
   7129  5.820103217118E-05  2.488284E-04  4.788907E-06  1.100545E-04  3.130433E-06  5.395599E-04  2.027093E-01  1.732619E-01  7.475655E-02
   7130  5.820570035624E-05  2.488313E-04  4.788764E-06  1.100473E-04  3.130240E-06  5.395272E-04  2.026999E-01  1.732562E-01  7.475496E-02
   7131  5.820937923638E-05  2.488337E-04  4.788651E-06  1.100416E-04  3.130087E-06  5.395014E-04  2.026926E-01  1.732517E-01  7.475371E-02
   7132  5.821231386584E-05  2.488355E-04  4.788561E-06  1.100371E-04  3.129966E-06  5.394809E-04  2.026867E-01  1.732481E-01  7.475271E-02
   7133  5.822293693818E-05  2.488422E-04  4.788236E-06  1.100208E-04  3.129525E-06  5.394065E-04  2.026655E-01  1.732350E-01  7.474910E-02
   7134  5.822967829668E-05  2.488465E-04  4.788030E-06  1.100105E-04  3.129246E-06  5.393593E-04  2.026521E-01  1.732267E-01  7.474680E-02
   7135  5.824894977336E-05  2.488587E-04  4.787441E-06  1.099809E-04  3.128447E-06  5.392244E-04  2.026136E-01  1.732030E-01  7.474024E-02
   7136  5.825593849796E-05  2.488631E-04  4.787227E-06  1.099701E-04  3.128157E-06  5.391755E-04  2.025996E-01  1.731944E-01  7.473787E-02
   7137  5.826072745133E-05  2.488662E-04  4.787080E-06  1.099628E-04  3.127959E-06  5.391420E-04  2.025901E-01  1.731886E-01  7.473624E-02
   7138  5.826450262584E-05  2.488686E-04  4.786965E-06  1.099570E-04  3.127803E-06  5.391156E-04  2.025826E-01  1.731839E-01  7.473495E-02
   7139  5.826750102592E-05  2.488705E-04  4.786873E-06  1.099524E-04  3.127678E-06  5.390947E-04  2.025766E-01  1.731802E-01  7.473393E-02
   7140  5.827826918201E-05  2.488773E-04  4.786544E-06  1.099359E-04  3.127232E-06  5.390194E-04  2.025551E-01  1.731670E-01  7.473027E-02
   7141  5.828507704674E-05  2.488816E-04  4.786336E-06  1.099255E-04  3.126951E-06  5.389718E-04  2.025415E-01  1.731586E-01  7.472795E-02
   7142  5.828977338713E-05  2.488845E-04  4.786192E-06  1.099183E-04  3.126756E-06  5.389390E-04  2.025322E-01  1.731529E-01  7.472636E-02
   7143  5.829347829744E-05  2.488869E-04  4.786079E-06  1.099126E-04  3.126603E-06  5.389131E-04  2.025248E-01  1.731483E-01  7.472510E-02
   7144  5.829643054047E-05  2.488888E-04  4.785989E-06  1.099080E-04  3.126481E-06  5.388924E-04  2.025189E-01  1.731447E-01  7.472409E-02
   7145  5.830709499839E-05  2.488955E-04  4.785663E-06  1.098917E-04  3.126039E-06  5.388179E-04  2.024976E-01  1.731316E-01  7.472047E-02
   7146  5.831385633724E-05  2.488998E-04  4.785456E-06  1.098813E-04  3.125760E-06  5.387707E-04  2.024841E-01  1.731233E-01  7.471817E-02
   7147  5.831852925801E-05  2.489027E-04  4.785314E-06  1.098742E-04  3.125566E-06  5.387380E-04  2.024748E-01  1.731176E-01  7.471658E-02
   7148  5.832221369840E-05  2.489051E-04  4.785201E-06  1.098685E-04  3.125414E-06  5.387123E-04  2.024675E-01  1.731130E-01  7.471533E-02
   7149  5.832515281276E-05  2.489069E-04  4.785111E-06  1.098640E-04  3.125292E-06  5.386918E-04  2.024616E-01  1.731094E-01  7.471433E-02
   7150  5.833578853829E-05  2.489136E-04  4.784786E-06  1.098477E-04  3.124853E-06  5.386175E-04  2.024404E-01  1.730964E-01  7.471071E-02
   7151  5.834253739816E-05  2.489179E-04  4.784580E-06  1.098374E-04  3.124574E-06  5.385704E-04  2.024270E-01  1.730881E-01  7.470842E-02
   7152  5.834720426639E-05  2.489209E-04  4.784438E-06  1.098303E-04  3.124381E-06  5.385378E-04  2.024177E-01  1.730824E-01  7.470683E-02
   7153  5.835088370405E-05  2.489232E-04  4.784325E-06  1.098246E-04  3.124229E-06  5.385122E-04  2.024104E-01  1.730778E-01  7.470558E-02
   7154  5.835381978877E-05  2.489250E-04  4.784236E-06  1.098201E-04  3.124107E-06  5.384917E-04  2.024045E-01  1.730742E-01  7.470458E-02
   7155  5.836444941602E-05  2.489318E-04  4.783911E-06  1.098039E-04  3.123668E-06  5.384175E-04  2.023834E-01  1.730612E-01  7.470097E-02
   7156  5.837119599330E-05  2.489360E-04  4.783705E-06  1.097936E-04  3.123389E-06  5.383705E-04  2.023699E-01  1.730529E-01  7.469867E-02
   7157  5.839047469062E-05  2.489482E-04  4.783117E-06  1.097641E-04  3.122593E-06  5.382360E-04  2.023316E-01  1.730293E-01  7.469212E-02
   7158  5.839747234321E-05  2.489526E-04  4.782903E-06  1.097534E-04  3.122304E-06  5.381872E-04  2.023177E-01  1.730207E-01  7.468974E-02
   7159  5.840226744627E-05  2.489556E-04  4.782757E-06  1.097460E-04  3.122106E-06  5.381538E-04  2.023081E-01  1.730148E-01  7.468812E-02
   7160  5.840604568935E-05  2.489580E-04  4.782642E-06  1.097403E-04  3.121950E-06  5.381275E-04  2.023006E-01  1.730102E-01  7.468683E-02
   7161  5.840904727448E-05  2.489599E-04  4.782550E-06  1.097357E-04  3.121827E-06  5.381066E-04  2.022946E-01  1.730065E-01  7.468581E-02
   7162  5.841982610880E-05  2.489667E-04  4.782221E-06  1.097192E-04  3.121382E-06  5.380315E-04  2.022732E-01  1.729933E-01  7.468215E-02
   7163  5.842664116431E-05  2.489710E-04  4.782013E-06  1.097088E-04  3.121101E-06  5.379840E-04  2.022596E-01  1.729849E-01  7.467983E-02
   7164  5.843134264293E-05  2.489740E-04  4.781870E-06  1.097016E-04  3.120907E-06  5.379513E-04  2.022503E-01  1.729792E-01  7.467824E-02
   7165  5.843505389768E-05  2.489763E-04  4.781757E-06  1.096959E-04  3.120754E-06  5.379254E-04  2.022429E-01  1.729746E-01  7.467698E-02
   7166  5.843801140135E-05  2.489782E-04  4.781667E-06  1.096914E-04  3.120632E-06  5.379048E-04  2.022370E-01  1.729710E-01  7.467597E-02
   7167  5.844869102796E-05  2.489850E-04  4.781341E-06  1.096751E-04  3.120191E-06  5.378305E-04  2.022158E-01  1.729579E-01  7.467234E-02
   7168  5.845546150482E-05  2.489892E-04  4.781135E-06  1.096648E-04  3.119912E-06  5.377833E-04  2.022024E-01  1.729496E-01  7.467004E-02
   7169  5.846014052564E-05  2.489922E-04  4.780992E-06  1.096576E-04  3.119719E-06  5.377508E-04  2.021931E-01  1.729439E-01  7.466846E-02
   7170  5.846383210056E-05  2.489945E-04  4.780879E-06  1.096520E-04  3.119567E-06  5.377251E-04  2.021857E-01  1.729394E-01  7.466720E-02
   7171  5.846677695886E-05  2.489964E-04  4.780790E-06  1.096475E-04  3.119446E-06  5.377046E-04  2.021799E-01  1.729358E-01  7.466620E-02
   7172  5.847742886202E-05  2.490031E-04  4.780465E-06  1.096312E-04  3.119007E-06  5.376305E-04  2.021587E-01  1.729227E-01  7.466258E-02
   7173  5.848418728756E-05  2.490074E-04  4.780259E-06  1.096209E-04  3.118729E-06  5.375835E-04  2.021453E-01  1.729144E-01  7.466029E-02
   7174  5.848886046542E-05  2.490103E-04  4.780117E-06  1.096138E-04  3.118536E-06  5.375510E-04  2.021360E-01  1.729087E-01  7.465870E-02
   7175  5.849254720657E-05  2.490126E-04  4.780004E-06  1.096082E-04  3.118384E-06  5.375254E-04  2.021287E-01  1.729042E-01  7.465745E-02
   7176  5.849548913496E-05  2.490145E-04  4.779915E-06  1.096037E-04  3.118263E-06  5.375049E-04  2.021229E-01  1.729006E-01  7.465645E-02
   7177  5.850613515077E-05  2.490212E-04  4.779590E-06  1.095875E-04  3.117825E-06  5.374309E-04  2.021017E-01  1.728876E-01  7.465284E-02
   7178  5.851289138462E-05  2.490255E-04  4.779385E-06  1.095772E-04  3.117547E-06  5.373839E-04  2.020883E-01  1.728793E-01  7.465054E-02
   7179  5.851756373889E-05  2.490284E-04  4.779242E-06  1.095700E-04  3.117354E-06  5.373515E-04  2.020790E-01  1.728736E-01  7.464896E-02
   7180  5.852125010061E-05  2.490307E-04  4.779130E-06  1.095644E-04  3.117203E-06  5.373258E-04  2.020717E-01  1.728691E-01  7.464771E-02
   7181  5.852419200376E-05  2.490326E-04  4.779040E-06  1.095599E-04  3.117082E-06  5.373054E-04  2.020659E-01  1.728655E-01  7.464671E-02
   7182  5.853483863388E-05  2.490393E-04  4.778716E-06  1.095437E-04  3.116643E-06  5.372314E-04  2.020448E-01  1.728525E-01  7.464309E-02
   7183  5.854159560656E-05  2.490436E-04  4.778510E-06  1.095334E-04  3.116365E-06  5.371845E-04  2.020314E-01  1.728442E-01  7.464080E-02
   7184  5.854626862875E-05  2.490465E-04  4.778368E-06  1.095263E-04  3.116173E-06  5.371521E-04  2.020221E-01  1.728385E-01  7.463922E-02
   7185  5.854995592900E-05  2.490488E-04  4.778256E-06  1.095207E-04  3.116022E-06  5.371265E-04  2.020148E-01  1.728340E-01  7.463796E-02
   7186  5.855289866667E-05  2.490507E-04  4.778166E-06  1.095162E-04  3.115901E-06  5.371060E-04  2.020089E-01  1.728304E-01  7.463697E-02
   7187  5.856354784978E-05  2.490574E-04  4.777842E-06  1.095000E-04  3.115463E-06  5.370321E-04  2.019878E-01  1.728173E-01  7.463335E-02
   7188  5.857030643454E-05  2.490616E-04  4.777636E-06  1.094897E-04  3.115185E-06  5.369852E-04  2.019744E-01  1.728091E-01  7.463106E-02
   7189  5.857498056966E-05  2.490646E-04  4.777494E-06  1.094826E-04  3.114993E-06  5.369528E-04  2.019652E-01  1.728034E-01  7.462947E-02
   7190  5.857866920789E-05  2.490669E-04  4.777382E-06  1.094770E-04  3.114841E-06  5.369272E-04  2.019578E-01  1.727988E-01  7.462822E-02
   7191  5.858161303789E-05  2.490688E-04  4.777292E-06  1.094725E-04  3.114720E-06  5.369067E-04  2.019520E-01  1.727952E-01  7.462722E-02
   7192  5.859226533285E-05  2.490755E-04  4.776968E-06  1.094563E-04  3.114283E-06  5.368329E-04  2.019309E-01  1.727822E-01  7.462361E-02
   7193  5.859902578501E-05  2.490797E-04  4.776763E-06  1.094460E-04  3.114005E-06  5.367860E-04  2.019175E-01  1.727740E-01  7.462132E-02
   7194  5.860370116514E-05  2.490827E-04  4.776620E-06  1.094389E-04  3.113813E-06  5.367535E-04  2.019082E-01  1.727682E-01  7.461973E-02
   7195  5.860739125743E-05  2.490850E-04  4.776508E-06  1.094333E-04  3.113661E-06  5.367280E-04  2.019009E-01  1.727637E-01  7.461848E-02
   7196  5.861033625854E-05  2.490869E-04  4.776419E-06  1.094288E-04  3.113540E-06  5.367075E-04  2.018951E-01  1.727601E-01  7.461748E-02
   7197  5.862099185142E-05  2.490936E-04  4.776095E-06  1.094126E-04  3.113103E-06  5.366337E-04  2.018740E-01  1.727471E-01  7.461386E-02
   7198  5.862775425401E-05  2.490978E-04  4.775889E-06  1.094023E-04  3.112825E-06  5.365868E-04  2.018606E-01  1.727388E-01  7.461157E-02
   7199  5.863243092138E-05  2.491008E-04  4.775747E-06  1.093952E-04  3.112633E-06  5.365544E-04  2.018514E-01  1.727331E-01  7.460998E-02
   7200  5.863612250645E-05  2.491031E-04  4.775635E-06  1.093896E-04  3.112482E-06  5.365288E-04  2.018440E-01  1.727286E-01  7.460873E-02
   7201  5.863906870411E-05  2.491049E-04  4.775545E-06  1.093851E-04  3.112361E-06  5.365084E-04  2.018382E-01  1.727250E-01  7.460773E-02
   7202  5.864972765342E-05  2.491117E-04  4.775221E-06  1.093689E-04  3.111924E-06  5.364346E-04  2.018171E-01  1.727120E-01  7.460412E-02
   7203  5.865649203358E-05  2.491159E-04  4.775015E-06  1.093586E-04  3.111646E-06  5.363877E-04  2.018037E-01  1.727037E-01  7.460183E-02
   7204  5.866117000122E-05  2.491189E-04  4.774873E-06  1.093515E-04  3.111454E-06  5.363554E-04  2.017945E-01  1.726980E-01  7.460024E-02
   7205  5.866486309269E-05  2.491212E-04  4.774761E-06  1.093459E-04  3.111303E-06  5.363298E-04  2.017872E-01  1.726935E-01  7.459899E-02
   7206  5.866781049656E-05  2.491230E-04  4.774671E-06  1.093414E-04  3.111182E-06  5.363094E-04  2.017813E-01  1.726899E-01  7.459799E-02
   7207  5.867847283608E-05  2.491297E-04  4.774348E-06  1.093252E-04  3.110745E-06  5.362356E-04  2.017602E-01  1.726769E-01  7.459437E-02
   7208  5.868523921144E-05  2.491340E-04  4.774142E-06  1.093150E-04  3.110468E-06  5.361888E-04  2.017469E-01  1.726686E-01  7.459208E-02
