 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                pos           vel           temp          den           pres          ener          entr          cs
      1  0.000000000000E+00  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578649E+18  1.101206E+08  1.130838E+09
      2  3.189849763807E-19  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578651E+18  1.101206E+08  1.130838E+09
      3  7.284980112780E-19  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578653E+18  1.101206E+08  1.130838E+09
      4  1.415009488652E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578656E+18  1.101206E+08  1.130838E+09
      5  2.125615153299E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578659E+18  1.101206E+08  1.130838E+09
      6  2.837857506092E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578663E+18  1.101206E+08  1.130838E+09
      7  3.550267053028E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578666E+18  1.101206E+08  1.130838E+09
      8  4.262679029710E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578669E+18  1.101206E+08  1.130838E+09
      9  4.975129789256E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578673E+18  1.101206E+08  1.130838E+09
     10  5.687631324920E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578676E+18  1.101206E+08  1.130838E+09
     11  6.400268201875E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578679E+18  1.101206E+08  1.130838E+09
     12  7.112871198883E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578683E+18  1.101206E+08  1.130838E+09
     13  7.825480659565E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578686E+18  1.101206E+08  1.130838E+09
     14  8.538071789095E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578690E+18  1.101206E+08  1.130838E+09
     15  9.250588964756E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578693E+18  1.101206E+08  1.130838E+09
     16  9.963291105266E-18  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578696E+18  1.101206E+08  1.130838E+09
     17  1.067594293696E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578700E+18  1.101206E+08  1.130838E+09
     18  1.139603245599E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578703E+18  1.101206E+08  1.130838E+09
     19  1.215060542363E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578707E+18  1.101206E+08  1.130838E+09
     20  1.294700349711E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578710E+18  1.101206E+08  1.130838E+09
     21  1.378830221711E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578714E+18  1.101206E+08  1.130838E+09
     22  1.467648601821E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578719E+18  1.101206E+08  1.130838E+09
     23  1.561392346581E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578723E+18  1.101206E+08  1.130838E+09
     24  1.660213996417E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578728E+18  1.101206E+08  1.130838E+09
     25  1.764422757123E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578733E+18  1.101206E+08  1.130838E+09
     26  1.874236990614E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578738E+18  1.101206E+08  1.130838E+09
     27  1.989890036030E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578743E+18  1.101206E+08  1.130838E+09
     28  2.111648929537E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578749E+18  1.101206E+08  1.130838E+09
     29  2.239812732653E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578755E+18  1.101206E+08  1.130838E+09
     30  2.374598530524E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578762E+18  1.101206E+08  1.130838E+09
     31  2.516310217108E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578768E+18  1.101206E+08  1.130838E+09
     32  3.187954782754E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.578800E+18  1.101206E+08  1.130838E+09
     33  9.904400439214E-17  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.579117E+18  1.101206E+08  1.130838E+09
     34  7.706885700382E-16  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725724E+27  2.582230E+18  1.101206E+08  1.130838E+09
     35  5.946943305213E-15  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725720E+27  2.603120E+18  1.101198E+08  1.130838E+09
     36  2.034232549379E-14  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725637E+27  2.642301E+18  1.101018E+08  1.130828E+09
     37  4.931779532134E-14  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.725078E+27  2.683674E+18  1.099813E+08  1.130766E+09
     38  8.686453927394E-14  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.723753E+27  2.711403E+18  1.096954E+08  1.130617E+09
     39  1.838918873023E-13  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.718613E+27  2.749111E+18  1.085874E+08  1.130041E+09
     40  3.024360768707E-13  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.710762E+27  2.779649E+18  1.068976E+08  1.129162E+09
     41  5.924527420508E-13  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.689588E+27  2.840693E+18  1.023596E+08  1.126796E+09
     42  9.497472795872E-13  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.664666E+27  2.903569E+18  9.707170E+07  1.124020E+09
     43  1.705660054148E-12  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.623724E+27  2.998107E+18  8.858112E+07  1.119487E+09
     44  2.776220950995E-12  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.589345E+27  3.070421E+18  8.173371E+07  1.115710E+09
     45  5.132479398787E-12  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.561040E+27  3.125247E+18  7.636363E+07  1.112622E+09
     46  8.128759522623E-12  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.553581E+27  3.139481E+18  7.499680E+07  1.111812E+09
     47  1.423927198868E-11  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.551806E+27  3.143892E+18  7.467464E+07  1.111619E+09
     48  2.089769464950E-11  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.551521E+27  3.145542E+18  7.462298E+07  1.111588E+09
     49  2.939128347641E-11  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.551351E+27  3.147177E+18  7.459236E+07  1.111570E+09
     50  5.080904399118E-11  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.551123E+27  3.150711E+18  7.455098E+07  1.111545E+09
     51  7.462414108269E-11  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.550930E+27  3.154329E+18  7.451611E+07  1.111524E+09
     52  1.055873918370E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.550650E+27  3.158896E+18  7.446551E+07  1.111494E+09
     53  1.790525872829E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.549633E+27  3.169885E+18  7.428202E+07  1.111383E+09
     54  2.530569182727E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.548047E+27  3.181525E+18  7.399674E+07  1.111211E+09
     55  2.723891822102E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.547557E+27  3.184627E+18  7.390873E+07  1.111158E+09
     56  2.906075365440E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.547073E+27  3.187556E+18  7.382192E+07  1.111106E+09
     57  3.305686040294E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.545951E+27  3.193960E+18  7.362130E+07  1.110984E+09
     58  4.113199786976E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.543547E+27  3.206536E+18  7.319282E+07  1.110724E+09
     59  4.331739960389E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.542886E+27  3.209805E+18  7.307540E+07  1.110652E+09
     60  4.538639031984E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.542262E+27  3.212835E+18  7.296468E+07  1.110585E+09
     61  4.994568666177E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.540901E+27  3.219267E+18  7.272411E+07  1.110438E+09
     62  5.924791265927E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.538252E+27  3.231269E+18  7.225776E+07  1.110151E+09
     63  6.185425936609E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.537550E+27  3.234355E+18  7.213459E+07  1.110075E+09
     64  6.430727198726E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.536906E+27  3.237150E+18  7.202196E+07  1.110006E+09
     65  6.968852618443E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.535557E+27  3.242920E+18  7.178641E+07  1.109860E+09
     66  7.432552180257E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.534464E+27  3.247510E+18  7.159623E+07  1.109742E+09
     67  8.372073078406E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.532446E+27  3.255813E+18  7.124631E+07  1.109524E+09
     68  8.841810430158E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.531530E+27  3.259509E+18  7.108822E+07  1.109425E+09
     69  9.788789967439E-10  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.529860E+27  3.266147E+18  7.080075E+07  1.109245E+09
     70  1.028862454509E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.529066E+27  3.269260E+18  7.066446E+07  1.109159E+09
     71  1.131618172749E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.527601E+27  3.274928E+18  7.041391E+07  1.109001E+09
     72  1.186128639979E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.526907E+27  3.277583E+18  7.029553E+07  1.108926E+09
     73  1.301833451019E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.525600E+27  3.282536E+18  7.007308E+07  1.108785E+09
     74  1.362410546758E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.524994E+27  3.284808E+18  6.997039E+07  1.108720E+09
     75  1.499924508232E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.523792E+27  3.289285E+18  6.976688E+07  1.108590E+09
     76  1.523673103856E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.523606E+27  3.289975E+18  6.973542E+07  1.108570E+09
     77  1.548407159416E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.523418E+27  3.290670E+18  6.970369E+07  1.108550E+09
     78  1.618819245835E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.522915E+27  3.292526E+18  6.961883E+07  1.108496E+09
     79  1.783602661002E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.521899E+27  3.296260E+18  6.944778E+07  1.108387E+09
     80  1.806070460500E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.521776E+27  3.296712E+18  6.942707E+07  1.108373E+09
     81  1.834257184686E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.521626E+27  3.297261E+18  6.940187E+07  1.108357E+09
     82  1.894876694067E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.521320E+27  3.298381E+18  6.935050E+07  1.108324E+09
     83  1.956223077554E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.521031E+27  3.299436E+18  6.930213E+07  1.108293E+09
     84  2.096811856442E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.520442E+27  3.301594E+18  6.920338E+07  1.108230E+09
     85  2.125293292763E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.520334E+27  3.301991E+18  6.918521E+07  1.108218E+09
     86  2.147664241022E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.520251E+27  3.302295E+18  6.917132E+07  1.108209E+09
     87  2.225435834200E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.519977E+27  3.303298E+18  6.912559E+07  1.108180E+09
     88  2.415237247315E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.519396E+27  3.305437E+18  6.902846E+07  1.108117E+09
     89  2.442583637179E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.519321E+27  3.305714E+18  6.901594E+07  1.108109E+09
     90  2.473989154347E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.519237E+27  3.306023E+18  6.900197E+07  1.108100E+09
     91  2.544786159009E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.519057E+27  3.306688E+18  6.897200E+07  1.108081E+09
     92  2.624298262364E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.518869E+27  3.307386E+18  6.894066E+07  1.108060E+09
     93  2.835869010216E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.518430E+27  3.309026E+18  6.886754E+07  1.108013E+09
     94  2.867713962127E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.518371E+27  3.309248E+18  6.885766E+07  1.108007E+09
     95  2.895488441437E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.518321E+27  3.309438E+18  6.884927E+07  1.108001E+09
     96  2.930607443791E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.518259E+27  3.309672E+18  6.883893E+07  1.107995E+09
     97  2.956830440270E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.518213E+27  3.309843E+18  6.883140E+07  1.107990E+09
     98  3.102404593124E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517979E+27  3.310730E+18  6.879242E+07  1.107965E+09
     99  3.139516126598E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517923E+27  3.310941E+18  6.878319E+07  1.107959E+09
    100  3.166242764716E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517884E+27  3.311089E+18  6.877670E+07  1.107954E+09
    101  3.300036825337E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517701E+27  3.311792E+18  6.874614E+07  1.107935E+09
    102  3.395478493088E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517580E+27  3.312255E+18  6.872612E+07  1.107922E+09
    103  3.472843195480E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517488E+27  3.312609E+18  6.871086E+07  1.107912E+09
    104  3.688090852117E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517257E+27  3.313505E+18  6.867246E+07  1.107887E+09
    105  3.801951788869E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.517147E+27  3.313934E+18  6.865424E+07  1.107875E+09
    106  4.143861661358E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516860E+27  3.315060E+18  6.860664E+07  1.107844E+09
    107  4.359361658383E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516706E+27  3.315669E+18  6.858113E+07  1.107828E+09
    108  4.405453174908E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516675E+27  3.315790E+18  6.857606E+07  1.107824E+09
    109  4.438071215090E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516654E+27  3.315874E+18  6.857254E+07  1.107822E+09
    110  4.573959786929E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516569E+27  3.316210E+18  6.855851E+07  1.107813E+09
    111  4.685678425559E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516504E+27  3.316470E+18  6.854768E+07  1.107806E+09
    112  5.004810173122E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516335E+27  3.317139E+18  6.851979E+07  1.107788E+09
    113  5.092002201503E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516294E+27  3.317305E+18  6.851287E+07  1.107783E+09
    114  5.168825561346E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516258E+27  3.317446E+18  6.850698E+07  1.107780E+09
    115  5.366232683558E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516172E+27  3.317787E+18  6.849274E+07  1.107770E+09
    116  5.498080528529E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.516118E+27  3.317999E+18  6.848386E+07  1.107765E+09
    117  5.850428947813E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515988E+27  3.318511E+18  6.846233E+07  1.107751E+09
    118  5.949940591055E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515954E+27  3.318642E+18  6.845676E+07  1.107747E+09
    119  6.042838855202E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515924E+27  3.318761E+18  6.845174E+07  1.107744E+09
    120  6.290909439284E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515848E+27  3.319056E+18  6.843914E+07  1.107735E+09
    121  6.386847030388E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515820E+27  3.319163E+18  6.843456E+07  1.107732E+09
    122  6.477157093710E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515795E+27  3.319260E+18  6.843037E+07  1.107730E+09
    123  6.721946556922E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515730E+27  3.319508E+18  6.841965E+07  1.107723E+09
    124  6.822190317316E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515705E+27  3.319603E+18  6.841549E+07  1.107720E+09
    125  6.918812310754E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515681E+27  3.319692E+18  6.841161E+07  1.107718E+09
    126  7.186487155784E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515620E+27  3.319922E+18  6.840145E+07  1.107711E+09
    127  7.289276197629E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515597E+27  3.320005E+18  6.839775E+07  1.107709E+09
    128  7.390454154499E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515576E+27  3.320083E+18  6.839423E+07  1.107706E+09
    129  7.677450586093E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515518E+27  3.320293E+18  6.838475E+07  1.107700E+09
    130  7.784715612078E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515498E+27  3.320367E+18  6.838140E+07  1.107698E+09
    131  7.893453819735E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515478E+27  3.320438E+18  6.837810E+07  1.107696E+09
    132  8.214650104033E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515422E+27  3.320637E+18  6.836888E+07  1.107690E+09
    133  8.329239840146E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515403E+27  3.320703E+18  6.836577E+07  1.107688E+09
    134  8.452271985465E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515384E+27  3.320772E+18  6.836253E+07  1.107686E+09
    135  8.898630880934E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515317E+27  3.321001E+18  6.835154E+07  1.107678E+09
    136  9.041135063318E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515297E+27  3.321068E+18  6.834826E+07  1.107676E+09
    137  9.184579688503E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515278E+27  3.321133E+18  6.834507E+07  1.107674E+09
    138  9.600370325343E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515225E+27  3.321308E+18  6.833636E+07  1.107669E+09
    139  9.849174206703E-09  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515196E+27  3.321403E+18  6.833150E+07  1.107665E+09
    140  1.072209106591E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515103E+27  3.321696E+18  6.831622E+07  1.107655E+09
    141  1.140811790362E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.515040E+27  3.321887E+18  6.830581E+07  1.107649E+09
    142  1.322400317496E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514903E+27  3.322283E+18  6.828321E+07  1.107634E+09
    143  1.456045473986E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514822E+27  3.322503E+18  6.826988E+07  1.107625E+09
    144  1.558873749372E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514768E+27  3.322645E+18  6.826099E+07  1.107619E+09
    145  1.642229575406E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514728E+27  3.322746E+18  6.825447E+07  1.107615E+09
    146  1.851013828831E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514642E+27  3.322962E+18  6.824023E+07  1.107606E+09
    147  2.013772677396E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514584E+27  3.323102E+18  6.823072E+07  1.107600E+09
    148  2.143570539868E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514543E+27  3.323200E+18  6.822387E+07  1.107595E+09
    149  2.249913270612E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514511E+27  3.323274E+18  6.821866E+07  1.107592E+09
    150  2.316516719053E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514492E+27  3.323318E+18  6.821555E+07  1.107590E+09
    151  2.523625216776E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514437E+27  3.323443E+18  6.820653E+07  1.107584E+09
    152  2.691951996469E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514396E+27  3.323534E+18  6.819979E+07  1.107579E+09
    153  2.830569087146E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514364E+27  3.323604E+18  6.819457E+07  1.107576E+09
    154  2.918361709954E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514345E+27  3.323647E+18  6.819139E+07  1.107574E+09
    155  2.978771141272E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514332E+27  3.323675E+18  6.818925E+07  1.107573E+09
    156  3.185752910165E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514289E+27  3.323767E+18  6.818221E+07  1.107568E+09
    157  3.357619349027E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514255E+27  3.323838E+18  6.817664E+07  1.107564E+09
    158  3.468509866253E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514234E+27  3.323883E+18  6.817316E+07  1.107562E+09
    159  3.546152772048E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514220E+27  3.323913E+18  6.817077E+07  1.107560E+09
    160  3.600610671374E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514210E+27  3.323934E+18  6.816912E+07  1.107559E+09
    161  3.763493294626E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514180E+27  3.323995E+18  6.816427E+07  1.107556E+09
    162  3.878651947935E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514160E+27  3.324037E+18  6.816092E+07  1.107554E+09
    163  3.960017374034E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514146E+27  3.324066E+18  6.815860E+07  1.107552E+09
    164  4.017465643768E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514136E+27  3.324086E+18  6.815697E+07  1.107551E+09
    165  4.199151424505E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514105E+27  3.324148E+18  6.815190E+07  1.107548E+09
    166  4.330384356747E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514083E+27  3.324192E+18  6.814831E+07  1.107546E+09
    167  4.423024793489E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514068E+27  3.324223E+18  6.814581E+07  1.107544E+09
    168  4.488798918322E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514057E+27  3.324244E+18  6.814405E+07  1.107543E+09
    169  4.709747601078E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.514022E+27  3.324315E+18  6.813822E+07  1.107539E+09
    170  4.863081691178E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513998E+27  3.324363E+18  6.813425E+07  1.107537E+09
    171  4.972375492791E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513981E+27  3.324396E+18  6.813145E+07  1.107535E+09
    172  5.050602084544E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513969E+27  3.324420E+18  6.812945E+07  1.107533E+09
    173  5.106624002904E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513960E+27  3.324437E+18  6.812804E+07  1.107533E+09
    174  5.280652599994E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513933E+27  3.324489E+18  6.812366E+07  1.107530E+09
    175  5.407691966080E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513914E+27  3.324527E+18  6.812051E+07  1.107528E+09
    176  5.499365209085E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513900E+27  3.324553E+18  6.811824E+07  1.107526E+09
    177  5.565154663793E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513890E+27  3.324573E+18  6.811663E+07  1.107525E+09
    178  5.788280950709E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513857E+27  3.324637E+18  6.811119E+07  1.107521E+09
    179  5.943185156396E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513835E+27  3.324681E+18  6.810746E+07  1.107519E+09
    180  6.055697446106E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513818E+27  3.324712E+18  6.810476E+07  1.107517E+09
