 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                pos           vel           temp          den           pres          ener          entr          cs
   1008  6.073705841849E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492434E+27  3.359962E+18  6.470454E+07  1.105225E+09
   1009  6.080877010346E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492420E+27  3.359985E+18  6.470230E+07  1.105224E+09
   1010  6.098777343647E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492383E+27  3.360043E+18  6.469672E+07  1.105220E+09
   1011  6.111080543461E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492358E+27  3.360082E+18  6.469289E+07  1.105217E+09
   1012  6.117132816200E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492346E+27  3.360102E+18  6.469101E+07  1.105216E+09
   1013  6.133138422040E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492314E+27  3.360153E+18  6.468604E+07  1.105212E+09
   1014  6.143967203646E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492292E+27  3.360188E+18  6.468268E+07  1.105210E+09
   1015  6.149452246840E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492281E+27  3.360206E+18  6.468098E+07  1.105209E+09
   1016  6.163623524652E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492252E+27  3.360251E+18  6.467660E+07  1.105206E+09
   1017  6.173226447649E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492233E+27  3.360282E+18  6.467362E+07  1.105204E+09
   1018  6.180434030744E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492218E+27  3.360305E+18  6.467140E+07  1.105202E+09
   1019  6.198394940622E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492182E+27  3.360362E+18  6.466585E+07  1.105198E+09
   1020  6.210770799004E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492157E+27  3.360402E+18  6.466203E+07  1.105196E+09
   1021  6.216847815433E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492145E+27  3.360421E+18  6.466016E+07  1.105194E+09
   1022  6.232979442178E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492113E+27  3.360472E+18  6.465520E+07  1.105191E+09
   1023  6.243913121345E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492091E+27  3.360507E+18  6.465183E+07  1.105189E+09
   1024  6.249443954375E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492080E+27  3.360525E+18  6.465013E+07  1.105187E+09
   1025  6.263762823557E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492051E+27  3.360570E+18  6.464574E+07  1.105184E+09
   1026  6.273468623989E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492032E+27  3.360601E+18  6.464276E+07  1.105182E+09
   1027  6.280718595010E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.492017E+27  3.360624E+18  6.464054E+07  1.105181E+09
   1028  6.298750666596E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491981E+27  3.360681E+18  6.463502E+07  1.105177E+09
   1029  6.311209465383E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491956E+27  3.360721E+18  6.463121E+07  1.105174E+09
   1030  6.317314645936E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491944E+27  3.360740E+18  6.462935E+07  1.105173E+09
   1031  6.333590159699E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491912E+27  3.360791E+18  6.462438E+07  1.105169E+09
   1032  6.344643602889E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491890E+27  3.360826E+18  6.462101E+07  1.105167E+09
   1033  6.350226615376E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491879E+27  3.360844E+18  6.461931E+07  1.105166E+09
   1034  6.364716036916E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491850E+27  3.360890E+18  6.461490E+07  1.105163E+09
   1035  6.374541105103E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491831E+27  3.360920E+18  6.461192E+07  1.105161E+09
   1036  6.379652566191E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491820E+27  3.360937E+18  6.461036E+07  1.105160E+09
   1037  6.392873236558E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491794E+27  3.360978E+18  6.460635E+07  1.105157E+09
   1038  6.399212673402E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491782E+27  3.360998E+18  6.460443E+07  1.105155E+09
   1039  6.415830384174E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491749E+27  3.361050E+18  6.459939E+07  1.105152E+09
   1040  6.427153123685E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491727E+27  3.361086E+18  6.459596E+07  1.105150E+09
   1041  6.432847889352E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491715E+27  3.361103E+18  6.459424E+07  1.105148E+09
   1042  6.447694244060E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491686E+27  3.361150E+18  6.458976E+07  1.105145E+09
   1043  6.457761593785E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491666E+27  3.361181E+18  6.458672E+07  1.105143E+09
   1044  6.462967125492E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491656E+27  3.361198E+18  6.458515E+07  1.105142E+09
   1045  6.476435801920E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491629E+27  3.361240E+18  6.458109E+07  1.105139E+09
   1046  6.485634163898E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491611E+27  3.361268E+18  6.457832E+07  1.105137E+09
   1047  6.492695709094E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491598E+27  3.361290E+18  6.457619E+07  1.105136E+09
   1048  6.510426967781E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491563E+27  3.361345E+18  6.457086E+07  1.105132E+09
   1049  6.522666445378E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491539E+27  3.361383E+18  6.456719E+07  1.105130E+09
   1050  6.528718179573E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491527E+27  3.361402E+18  6.456537E+07  1.105128E+09
   1051  6.544842423036E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491495E+27  3.361452E+18  6.456054E+07  1.105125E+09
   1052  6.555813913488E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491474E+27  3.361486E+18  6.455725E+07  1.105123E+09
   1053  6.561374735151E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491463E+27  3.361504E+18  6.455559E+07  1.105121E+09
   1054  6.575836466333E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491435E+27  3.361548E+18  6.455127E+07  1.105118E+09
   1055  6.585664689588E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491416E+27  3.361579E+18  6.454833E+07  1.105116E+09
   1056  6.590784649921E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491406E+27  3.361595E+18  6.454681E+07  1.105115E+09
   1057  6.604053045512E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491380E+27  3.361635E+18  6.454285E+07  1.105113E+09
   1058  6.610419133782E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491367E+27  3.361655E+18  6.454095E+07  1.105111E+09
   1059  6.627072338380E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491335E+27  3.361706E+18  6.453600E+07  1.105108E+09
   1060  6.638454470070E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491313E+27  3.361741E+18  6.453261E+07  1.105105E+09
   1061  6.644184444125E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491302E+27  3.361759E+18  6.453091E+07  1.105104E+09
   1062  6.659186406810E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491273E+27  3.361805E+18  6.452646E+07  1.105101E+09
   1063  6.669380949223E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491253E+27  3.361837E+18  6.452343E+07  1.105099E+09
   1064  6.674643108330E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491243E+27  3.361853E+18  6.452187E+07  1.105098E+09
   1065  6.688288152105E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491216E+27  3.361895E+18  6.451783E+07  1.105095E+09
   1066  6.697611258028E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491198E+27  3.361923E+18  6.451507E+07  1.105093E+09
   1067  6.704719999928E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491185E+27  3.361945E+18  6.451297E+07  1.105092E+09
   1068  6.722532337955E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491150E+27  3.361999E+18  6.450771E+07  1.105088E+09
   1069  6.734882941511E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491126E+27  3.362037E+18  6.450407E+07  1.105085E+09
   1070  6.740975556868E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491115E+27  3.362056E+18  6.450227E+07  1.105084E+09
   1071  6.757226661070E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491083E+27  3.362105E+18  6.449749E+07  1.105081E+09
   1072  6.768321642047E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491062E+27  3.362139E+18  6.449422E+07  1.105079E+09
   1073  6.773942262165E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491051E+27  3.362156E+18  6.449257E+07  1.105077E+09
   1074  6.788623697523E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491023E+27  3.362201E+18  6.448826E+07  1.105074E+09
   1075  6.798617347610E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.491004E+27  3.362231E+18  6.448533E+07  1.105072E+09
   1076  6.803807541204E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490994E+27  3.362247E+18  6.448381E+07  1.105071E+09
   1077  6.817282029102E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490968E+27  3.362288E+18  6.447986E+07  1.105069E+09
   1078  6.826511373975E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490950E+27  3.362316E+18  6.447716E+07  1.105067E+09
   1079  6.833587352270E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490937E+27  3.362337E+18  6.447509E+07  1.105065E+09
   1080  6.851349497489E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490903E+27  3.362391E+18  6.446990E+07  1.105062E+09
   1081  6.863680722056E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490879E+27  3.362428E+18  6.446630E+07  1.105059E+09
   1082  6.869773311489E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490868E+27  3.362447E+18  6.446452E+07  1.105058E+09
   1083  6.886021081280E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490837E+27  3.362496E+18  6.445978E+07  1.105054E+09
   1084  6.897131358944E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490816E+27  3.362529E+18  6.445655E+07  1.105052E+09
   1085  6.902764548465E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490805E+27  3.362546E+18  6.445491E+07  1.105051E+09
   1086  6.917509140769E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490777E+27  3.362591E+18  6.445063E+07  1.105048E+09
   1087  6.927558031414E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490758E+27  3.362621E+18  6.444771E+07  1.105046E+09
   1088  6.932774160585E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490748E+27  3.362636E+18  6.444619E+07  1.105045E+09
   1089  6.946333250045E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490722E+27  3.362677E+18  6.444226E+07  1.105042E+09
   1090  6.955624742058E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490704E+27  3.362705E+18  6.443957E+07  1.105040E+09
   1091  6.962725122248E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490691E+27  3.362726E+18  6.443752E+07  1.105039E+09
   1092  6.980530629719E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490657E+27  3.362780E+18  6.443237E+07  1.105035E+09
   1093  6.992924588980E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490634E+27  3.362817E+18  6.442879E+07  1.105033E+09
   1094  6.999041197193E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490622E+27  3.362835E+18  6.442702E+07  1.105032E+09
   1095  7.015320811928E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490591E+27  3.362884E+18  6.442233E+07  1.105028E+09
   1096  7.026472936626E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490570E+27  3.362917E+18  6.441911E+07  1.105026E+09
   1097  7.032129536567E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490560E+27  3.362934E+18  6.441748E+07  1.105025E+09
   1098  7.046972576629E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490532E+27  3.362978E+18  6.441321E+07  1.105022E+09
   1099  7.057101021551E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490513E+27  3.363008E+18  6.441030E+07  1.105020E+09
   1100  7.062352741624E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490503E+27  3.363024E+18  6.440879E+07  1.105019E+09
   1101  7.076023496386E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490477E+27  3.363064E+18  6.440487E+07  1.105016E+09
   1102  7.085394613966E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490459E+27  3.363092E+18  6.440218E+07  1.105014E+09
   1103  7.092526973330E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490446E+27  3.363113E+18  6.440014E+07  1.105013E+09
   1104  7.110389023750E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490413E+27  3.363166E+18  6.439503E+07  1.105009E+09
   1105  7.122858212843E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490389E+27  3.363203E+18  6.439146E+07  1.105007E+09
   1106  7.129002952815E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490378E+27  3.363222E+18  6.438971E+07  1.105005E+09
   1107  7.145321218102E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490347E+27  3.363270E+18  6.438505E+07  1.105002E+09
   1108  7.156520646761E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490326E+27  3.363303E+18  6.438185E+07  1.105000E+09
   1109  7.162203060904E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490316E+27  3.363320E+18  6.438024E+07  1.104999E+09
   1110  7.177154404880E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490288E+27  3.363364E+18  6.437598E+07  1.104996E+09
   1111  7.187370126028E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490269E+27  3.363394E+18  6.437307E+07  1.104994E+09
   1112  7.192660837856E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490259E+27  3.363409E+18  6.437157E+07  1.104993E+09
   1113  7.206454761599E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490233E+27  3.363450E+18  6.436765E+07  1.104990E+09
   1114  7.215913774536E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490215E+27  3.363478E+18  6.436497E+07  1.104988E+09
   1115  7.223082573721E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490202E+27  3.363499E+18  6.436293E+07  1.104987E+09
   1116  7.241009432407E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490169E+27  3.363552E+18  6.435785E+07  1.104983E+09
   1117  7.253562384305E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490146E+27  3.363588E+18  6.435430E+07  1.104981E+09
   1118  7.259738315872E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490134E+27  3.363606E+18  6.435255E+07  1.104979E+09
   1119  7.276100623580E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490104E+27  3.363654E+18  6.434793E+07  1.104976E+09
   1120  7.287351866743E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490083E+27  3.363687E+18  6.434475E+07  1.104974E+09
   1121  7.293062150741E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490072E+27  3.363704E+18  6.434314E+07  1.104973E+09
   1122  7.308131130076E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490044E+27  3.363748E+18  6.433890E+07  1.104970E+09
   1123  7.318441757624E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490025E+27  3.363778E+18  6.433599E+07  1.104968E+09
   1124  7.323774896387E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.490016E+27  3.363794E+18  6.433449E+07  1.104967E+09
   1125  7.337704273595E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489990E+27  3.363834E+18  6.433057E+07  1.104964E+09
   1126  7.347260235062E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489972E+27  3.363862E+18  6.432789E+07  1.104962E+09
   1127  7.352303126564E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489963E+27  3.363877E+18  6.432647E+07  1.104961E+09
   1128  7.365470040567E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489939E+27  3.363915E+18  6.432278E+07  1.104959E+09
   1129  7.371844426370E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489927E+27  3.363933E+18  6.432099E+07  1.104957E+09
   1130  7.388504270878E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489896E+27  3.363982E+18  6.431632E+07  1.104954E+09
   1131  7.400004573631E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489875E+27  3.364015E+18  6.431311E+07  1.104952E+09
   1132  7.405823872584E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489865E+27  3.364032E+18  6.431148E+07  1.104951E+09
   1133  7.421293527185E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489836E+27  3.364077E+18  6.430716E+07  1.104948E+09
   1134  7.431899261681E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489817E+27  3.364107E+18  6.430420E+07  1.104945E+09
   1135  7.437354347222E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489807E+27  3.364123E+18  6.430267E+07  1.104944E+09
   1136  7.451650222164E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489781E+27  3.364165E+18  6.429869E+07  1.104942E+09
   1137  7.461453489968E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489763E+27  3.364193E+18  6.429596E+07  1.104940E+09
   1138  7.466594556469E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489753E+27  3.364208E+18  6.429453E+07  1.104939E+09
   1139  7.480025969317E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489729E+27  3.364246E+18  6.429079E+07  1.104936E+09
   1140  7.486493399154E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489717E+27  3.364265E+18  6.428899E+07  1.104935E+09
   1141  7.503296685583E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489686E+27  3.364313E+18  6.428433E+07  1.104932E+09
   1142  7.514929168442E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489665E+27  3.364347E+18  6.428110E+07  1.104929E+09
   1143  7.520810064599E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489654E+27  3.364364E+18  6.427947E+07  1.104928E+09
   1144  7.536532898027E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489626E+27  3.364409E+18  6.427511E+07  1.104925E+09
   1145  7.547336088126E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489606E+27  3.364440E+18  6.427212E+07  1.104923E+09
   1146  7.552875917087E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489596E+27  3.364456E+18  6.427059E+07  1.104922E+09
   1147  7.567446268660E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489569E+27  3.364497E+18  6.426656E+07  1.104919E+09
   1148  7.577442792108E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489551E+27  3.364526E+18  6.426380E+07  1.104917E+09
   1149  7.582662891895E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489542E+27  3.364541E+18  6.426236E+07  1.104916E+09
   1150  7.596318259937E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489517E+27  3.364580E+18  6.425860E+07  1.104913E+09
   1151  7.605721992755E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489500E+27  3.364607E+18  6.425601E+07  1.104912E+09
   1152  7.612875898615E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489487E+27  3.364627E+18  6.425404E+07  1.104910E+09
   1153  7.630792165076E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489455E+27  3.364678E+18  6.424911E+07  1.104907E+09
   1154  7.643409738179E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489432E+27  3.364714E+18  6.424564E+07  1.104904E+09
   1155  7.649623535164E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489421E+27  3.364732E+18  6.424394E+07  1.104903E+09
   1156  7.666039204284E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489391E+27  3.364779E+18  6.423943E+07  1.104900E+09
   1157  7.677385394842E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489371E+27  3.364811E+18  6.423632E+07  1.104898E+09
   1158  7.683154953983E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489360E+27  3.364827E+18  6.423474E+07  1.104897E+09
   1159  7.698507149500E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489333E+27  3.364871E+18  6.423054E+07  1.104894E+09
   1160  7.709059858696E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489314E+27  3.364901E+18  6.422766E+07  1.104892E+09
   1161  7.714505625779E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489304E+27  3.364916E+18  6.422617E+07  1.104891E+09
   1162  7.728817364543E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489278E+27  3.364957E+18  6.422226E+07  1.104888E+09
   1163  7.738656318138E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489260E+27  3.364984E+18  6.421957E+07  1.104886E+09
   1164  7.743820931014E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489251E+27  3.364999E+18  6.421817E+07  1.104885E+09
   1165  7.757348608141E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489227E+27  3.365037E+18  6.421448E+07  1.104882E+09
   1166  7.766684832678E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489210E+27  3.365063E+18  6.421194E+07  1.104881E+09
   1167  7.773814938314E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489197E+27  3.365084E+18  6.421000E+07  1.104879E+09
   1168  7.791697382694E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489165E+27  3.365134E+18  6.420514E+07  1.104876E+09
   1169  7.804313653034E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489143E+27  3.365169E+18  6.420171E+07  1.104874E+09
   1170  7.810534514548E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489132E+27  3.365187E+18  6.420002E+07  1.104872E+09
   1171  7.826960395343E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489102E+27  3.365233E+18  6.419557E+07  1.104869E+09
   1172  7.838336494709E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489082E+27  3.365265E+18  6.419249E+07  1.104867E+09
   1173  7.844126845711E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489072E+27  3.365281E+18  6.419092E+07  1.104866E+09
   1174  7.859587496481E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489044E+27  3.365325E+18  6.418674E+07  1.104863E+09
   1175  7.870236411913E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489025E+27  3.365354E+18  6.418386E+07  1.104861E+09
   1176  7.875728047628E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.489016E+27  3.365370E+18  6.418238E+07  1.104860E+09
   1177  7.890203585117E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488990E+27  3.365410E+18  6.417847E+07  1.104857E+09
   1178  7.900166729736E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488972E+27  3.365438E+18  6.417579E+07  1.104855E+09
   1179  7.905385654667E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488963E+27  3.365453E+18  6.417438E+07  1.104854E+09
   1180  7.919079732672E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488939E+27  3.365491E+18  6.417069E+07  1.104852E+09
   1181  7.928533734946E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488922E+27  3.365517E+18  6.416815E+07  1.104850E+09
   1182  7.933556414525E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488913E+27  3.365531E+18  6.416680E+07  1.104849E+09
   1183  7.946738285966E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488890E+27  3.365568E+18  6.416325E+07  1.104846E+09
   1184  7.953147984992E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488878E+27  3.365586E+18  6.416153E+07  1.104845E+09
   1185  7.969864799901E-06  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.488849E+27  3.365632E+18  6.415705E+07  1.104842E+09
