 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                ca40          ti44          cr48          fe52          ni56 
    261  1.635437684022E-07  5.914288E-03  4.235948E-05  3.902804E-05  5.959986E-05  1.112307E-04
    262  1.642863387562E-07  5.932988E-03  4.254115E-05  3.924441E-05  6.001990E-05  1.122008E-04
    263  1.648495040183E-07  5.947173E-03  4.267909E-05  3.940888E-05  6.033962E-05  1.129402E-04
    264  1.666754915465E-07  5.993179E-03  4.312733E-05  3.994442E-05  6.138305E-05  1.153592E-04
    265  1.680874543709E-07  6.028768E-03  4.347494E-05  4.036089E-05  6.219704E-05  1.172526E-04
    266  1.691672558575E-07  6.055994E-03  4.374137E-05  4.068077E-05  6.282376E-05  1.187140E-04
    267  1.699862551156E-07  6.076648E-03  4.394379E-05  4.092419E-05  6.330155E-05  1.198303E-04
    268  1.706070807935E-07  6.092308E-03  4.409743E-05  4.110917E-05  6.366513E-05  1.206810E-04
    269  1.731207765507E-07  6.155735E-03  4.472121E-05  4.186217E-05  6.514963E-05  1.241654E-04
    270  1.748172408546E-07  6.198562E-03  4.514373E-05  4.237402E-05  6.616275E-05  1.265533E-04
    271  1.761283626893E-07  6.231671E-03  4.547113E-05  4.277161E-05  6.695196E-05  1.284190E-04
    272  1.771309470241E-07  6.256995E-03  4.572197E-05  4.307682E-05  6.755912E-05  1.298576E-04
    273  1.778925633207E-07  6.276236E-03  4.591281E-05  4.330936E-05  6.802247E-05  1.309573E-04
    274  1.784724658398E-07  6.290888E-03  4.605828E-05  4.348682E-05  6.837650E-05  1.317987E-04
    275  1.804200270936E-07  6.340109E-03  4.654787E-05  4.408528E-05  6.957328E-05  1.346499E-04
    276  1.819378379593E-07  6.378481E-03  4.693052E-05  4.455435E-05  7.051432E-05  1.368993E-04
    277  1.831077871604E-07  6.408065E-03  4.722612E-05  4.491750E-05  7.124468E-05  1.386496E-04
    278  1.840011915647E-07  6.430661E-03  4.745224E-05  4.519575E-05  7.180533E-05  1.399959E-04
    279  1.846810957768E-07  6.447859E-03  4.762454E-05  4.540804E-05  7.223370E-05  1.410260E-04
    280  1.869745901563E-07  6.505887E-03  4.820714E-05  4.612759E-05  7.368956E-05  1.445370E-04
    281  1.886769702951E-07  6.548973E-03  4.864096E-05  4.666510E-05  7.478105E-05  1.471790E-04
    282  1.899990773676E-07  6.582442E-03  4.897869E-05  4.708455E-05  7.563510E-05  1.492522E-04
    283  1.910151123777E-07  6.608167E-03  4.923870E-05  4.740808E-05  7.629523E-05  1.508581E-04
    284  1.917906853737E-07  6.627806E-03  4.943746E-05  4.765573E-05  7.680136E-05  1.520914E-04
    285  1.923836698958E-07  6.642823E-03  4.958959E-05  4.784549E-05  7.718962E-05  1.530387E-04
    286  1.944493512445E-07  6.695145E-03  5.012060E-05  4.850925E-05  7.855097E-05  1.563682E-04
    287  1.960712558501E-07  6.736235E-03  5.053872E-05  4.903339E-05  7.962944E-05  1.590147E-04
    288  1.973310717222E-07  6.768158E-03  5.086420E-05  4.944231E-05  8.047297E-05  1.610901E-04
    289  1.982998585444E-07  6.792709E-03  5.111491E-05  4.975784E-05  8.112511E-05  1.626978E-04
    290  1.990407326483E-07  6.811486E-03  5.130688E-05  4.999976E-05  8.162586E-05  1.639341E-04
    291  1.996093239000E-07  6.825897E-03  5.145435E-05  5.018579E-05  8.201137E-05  1.648871E-04
    292  2.014857933519E-07  6.873464E-03  5.194193E-05  5.080201E-05  8.329100E-05  1.680571E-04
    293  2.029558694964E-07  6.910735E-03  5.232485E-05  5.128719E-05  8.430142E-05  1.705677E-04
    294  2.040952400884E-07  6.939625E-03  5.262218E-05  5.166468E-05  8.508934E-05  1.725298E-04
    295  2.049706211983E-07  6.961824E-03  5.285096E-05  5.195558E-05  8.569754E-05  1.740471E-04
    296  2.056414260784E-07  6.978835E-03  5.302647E-05  5.217900E-05  8.616528E-05  1.752156E-04
    297  2.079689903663E-07  7.037868E-03  5.363675E-05  5.295764E-05  8.779952E-05  1.793087E-04
    298  2.096885302752E-07  7.081486E-03  5.408889E-05  5.353626E-05  8.901810E-05  1.823714E-04
    299  2.110336209147E-07  7.115609E-03  5.444333E-05  5.399089E-05  8.997800E-05  1.847903E-04
    300  2.120749382671E-07  7.142028E-03  5.471818E-05  5.434406E-05  9.072514E-05  1.866769E-04
    301  2.128754293235E-07  7.162337E-03  5.492973E-05  5.461626E-05  9.130187E-05  1.881354E-04
    302  2.134911015252E-07  7.177958E-03  5.509259E-05  5.482603E-05  9.174687E-05  1.892622E-04
    303  2.158790405245E-07  7.238550E-03  5.572557E-05  5.564313E-05  9.348444E-05  1.936729E-04
    304  2.176059851568E-07  7.282372E-03  5.618461E-05  5.623748E-05  9.475258E-05  1.969030E-04
    305  2.189604173973E-07  7.316744E-03  5.654536E-05  5.670563E-05  9.575396E-05  1.994602E-04
    306  2.200117745813E-07  7.343425E-03  5.682584E-05  5.707023E-05  9.653537E-05  2.014596E-04
    307  2.208220586394E-07  7.363989E-03  5.704227E-05  5.735195E-05  9.714006E-05  2.030093E-04
    308  2.214466090779E-07  7.379840E-03  5.720925E-05  5.756953E-05  9.760760E-05  2.042088E-04
    309  2.241269384464E-07  7.447865E-03  5.792738E-05  5.850750E-05  9.962853E-05  2.094079E-04
    310  2.259036350062E-07  7.492957E-03  5.840476E-05  5.913301E-05  1.009810E-04  2.128999E-04
    311  2.273024262977E-07  7.528458E-03  5.878136E-05  5.962759E-05  1.020531E-04  2.156749E-04
    312  2.283923041176E-07  7.556119E-03  5.907526E-05  6.001422E-05  1.028928E-04  2.178529E-04
    313  2.292349471951E-07  7.577505E-03  5.930275E-05  6.031392E-05  1.035447E-04  2.195463E-04
    314  2.298856498946E-07  7.594020E-03  5.947859E-05  6.054581E-05  1.040497E-04  2.208596E-04
    315  2.323396048722E-07  7.656299E-03  6.014300E-05  6.142390E-05  1.059666E-04  2.258571E-04
    316  2.340856590148E-07  7.700610E-03  6.061696E-05  6.205213E-05  1.073425E-04  2.294560E-04
    317  2.354624511361E-07  7.735548E-03  6.099139E-05  6.254951E-05  1.084344E-04  2.323192E-04
    318  2.365370253857E-07  7.762816E-03  6.128406E-05  6.293894E-05  1.092909E-04  2.345694E-04
    319  2.373695407721E-07  7.783941E-03  6.151105E-05  6.324139E-05  1.099571E-04  2.363221E-04
    320  2.380140332683E-07  7.800295E-03  6.168694E-05  6.347597E-05  1.104744E-04  2.376847E-04
    321  2.405532735027E-07  7.864722E-03  6.238121E-05  6.440396E-05  1.125258E-04  2.431009E-04
    322  2.423176218197E-07  7.909483E-03  6.286482E-05  6.505228E-05  1.139635E-04  2.469096E-04
    323  2.437127804102E-07  7.944876E-03  6.324793E-05  6.556697E-05  1.151076E-04  2.499477E-04
    324  2.448048042023E-07  7.972576E-03  6.354823E-05  6.597108E-05  1.160076E-04  2.523420E-04
    325  2.456530866793E-07  7.994092E-03  6.378176E-05  6.628575E-05  1.167094E-04  2.542118E-04
    326  2.463111514177E-07  8.010783E-03  6.396307E-05  6.653031E-05  1.172555E-04  2.556682E-04
    327  2.487186417324E-07  8.071839E-03  6.462754E-05  6.742841E-05  1.192653E-04  2.610411E-04
    328  2.504740435626E-07  8.116350E-03  6.511315E-05  6.808659E-05  1.207427E-04  2.650028E-04
    329  2.518649142168E-07  8.151614E-03  6.549858E-05  6.861008E-05  1.219205E-04  2.681684E-04
    330  2.529558838603E-07  8.179271E-03  6.580132E-05  6.902192E-05  1.228487E-04  2.706679E-04
    331  2.538052222399E-07  8.200801E-03  6.603725E-05  6.934330E-05  1.235741E-04  2.726238E-04
    332  2.544655676847E-07  8.217539E-03  6.622083E-05  6.959361E-05  1.241397E-04  2.741506E-04
    333  2.568649140139E-07  8.278347E-03  6.688895E-05  7.050644E-05  1.262068E-04  2.797430E-04
    334  2.586260992288E-07  8.322973E-03  6.738046E-05  7.117978E-05  1.277362E-04  2.838929E-04
    335  2.600248399521E-07  8.358410E-03  6.777145E-05  7.171653E-05  1.289580E-04  2.872159E-04
    336  2.611246368831E-07  8.386269E-03  6.807928E-05  7.213980E-05  1.299233E-04  2.898456E-04
    337  2.619828707236E-07  8.408006E-03  6.831974E-05  7.247085E-05  1.306792E-04  2.919081E-04
    338  2.626515171014E-07  8.424941E-03  6.850723E-05  7.272922E-05  1.312699E-04  2.935213E-04
    339  2.650198765703E-07  8.484912E-03  6.917234E-05  7.364759E-05  1.333738E-04  2.992798E-04
    340  2.667856183663E-07  8.529612E-03  6.966925E-05  7.433553E-05  1.349544E-04  3.036183E-04
    341  2.681911619295E-07  8.565187E-03  7.006542E-05  7.488510E-05  1.362198E-04  3.070996E-04
    342  2.692988919483E-07  8.593220E-03  7.037804E-05  7.531945E-05  1.372217E-04  3.098606E-04
    343  2.701653042574E-07  8.615143E-03  7.062279E-05  7.565994E-05  1.380082E-04  3.120308E-04
    344  2.708417079602E-07  8.632256E-03  7.081400E-05  7.592621E-05  1.386238E-04  3.137315E-04
    345  2.731931183075E-07  8.691735E-03  7.147972E-05  7.685499E-05  1.407758E-04  3.196886E-04
    346  2.749643087196E-07  8.736525E-03  7.198216E-05  7.755778E-05  1.424088E-04  3.242216E-04
    347  2.763773587331E-07  8.772249E-03  7.238361E-05  7.812042E-05  1.437189E-04  3.278663E-04
    348  2.774935815574E-07  8.800464E-03  7.270110E-05  7.856610E-05  1.447585E-04  3.307632E-04
    349  2.783686193326E-07  8.822579E-03  7.295023E-05  7.891624E-05  1.455763E-04  3.330451E-04
    350  2.790531363077E-07  8.839876E-03  7.314526E-05  7.919061E-05  1.462178E-04  3.348370E-04
    351  2.813943063885E-07  8.899023E-03  7.381321E-05  8.013204E-05  1.484234E-04  3.410103E-04
    352  2.831710946041E-07  8.943897E-03  7.432109E-05  8.084968E-05  1.501093E-04  3.457419E-04
    353  2.845917492262E-07  8.979766E-03  7.472777E-05  8.142542E-05  1.514648E-04  3.495540E-04
    354  2.857165332698E-07  9.008159E-03  7.505011E-05  8.188249E-05  1.525426E-04  3.525904E-04
    355  2.866002553814E-07  9.030463E-03  7.530360E-05  8.224235E-05  1.533924E-04  3.549873E-04
    356  2.872929427250E-07  9.047943E-03  7.550242E-05  8.252489E-05  1.540602E-04  3.568731E-04
    357  2.896295793621E-07  9.106892E-03  7.617402E-05  8.348098E-05  1.563246E-04  3.632798E-04
    358  2.914119363405E-07  9.151841E-03  7.668722E-05  8.421339E-05  1.580639E-04  3.682137E-04
    359  2.928401378516E-07  9.187847E-03  7.709902E-05  8.480220E-05  1.594651E-04  3.721967E-04
    360  2.939734249029E-07  9.216411E-03  7.742614E-05  8.527066E-05  1.605817E-04  3.753760E-04
    361  2.948657849587E-07  9.238898E-03  7.768394E-05  8.564028E-05  1.614639E-04  3.778910E-04
    362  2.955666214295E-07  9.256556E-03  7.788654E-05  8.593104E-05  1.621586E-04  3.798734E-04
    363  2.979029482760E-07  9.315404E-03  7.856280E-05  8.690329E-05  1.644860E-04  3.865279E-04
    364  2.996907797651E-07  9.360418E-03  7.908118E-05  8.765037E-05  1.662790E-04  3.916679E-04
    365  3.011264157748E-07  9.396551E-03  7.949798E-05  8.825220E-05  1.677263E-04  3.958253E-04
    366  3.022681037056E-07  9.425279E-03  7.982979E-05  8.873202E-05  1.688821E-04  3.991506E-04
    367  3.031690262572E-07  9.447943E-03  8.009184E-05  8.911142E-05  1.697972E-04  4.017866E-04
    368  3.038779652386E-07  9.465775E-03  8.029819E-05  8.941044E-05  1.705191E-04  4.038683E-04
    369  3.062171387100E-07  9.524591E-03  8.097984E-05  9.040001E-05  1.729128E-04  4.107834E-04
    370  3.080103642601E-07  9.569659E-03  8.150325E-05  9.116165E-05  1.747599E-04  4.161330E-04
    371  3.094533477786E-07  9.605911E-03  8.192496E-05  9.177645E-05  1.762538E-04  4.204682E-04
    372  3.106033539590E-07  9.634794E-03  8.226138E-05  9.226764E-05  1.774493E-04  4.239428E-04
    373  3.115127767069E-07  9.657630E-03  8.252763E-05  9.265683E-05  1.783977E-04  4.267028E-04
    374  3.122297817950E-07  9.675630E-03  8.273768E-05  9.296415E-05  1.791474E-04  4.288865E-04
    375  3.127979300154E-07  9.689891E-03  8.290420E-05  9.320796E-05  1.797426E-04  4.306216E-04
    376  3.147133354899E-07  9.737956E-03  8.346611E-05  9.403185E-05  1.817569E-04  4.365025E-04
    377  3.162618656591E-07  9.776798E-03  8.392098E-05  9.470010E-05  1.833942E-04  4.412922E-04
    378  3.175017426411E-07  9.807887E-03  8.428556E-05  9.523654E-05  1.847107E-04  4.451501E-04
    379  3.184859890997E-07  9.832560E-03  8.457521E-05  9.566327E-05  1.857593E-04  4.482270E-04
    380  3.192634871223E-07  9.852046E-03  8.480416E-05  9.600090E-05  1.865899E-04  4.506667E-04
    381  3.198788490609E-07  9.867466E-03  8.498546E-05  9.626847E-05  1.872487E-04  4.526032E-04
    382  3.222962737631E-07  9.928018E-03  8.569846E-05  9.732251E-05  1.898485E-04  4.602594E-04
    383  3.241041755222E-07  9.973278E-03  8.623249E-05  9.811383E-05  1.918052E-04  4.660358E-04
    384  3.255648561833E-07  1.000983E-02  8.666444E-05  9.875506E-05  1.933939E-04  4.707345E-04
    385  3.267338130629E-07  1.003907E-02  8.701045E-05  9.926944E-05  1.946702E-04  4.745153E-04
    386  3.276619999696E-07  1.006228E-02  8.728538E-05  9.967863E-05  1.956868E-04  4.775302E-04
    387  3.283964701205E-07  1.008065E-02  8.750306E-05  1.000029E-04  1.964932E-04  4.799241E-04
    388  3.289800220119E-07  1.009524E-02  8.767609E-05  1.002609E-04  1.971351E-04  4.818312E-04
    389  3.310141567149E-07  1.014607E-02  8.827976E-05  1.011621E-04  1.993814E-04  4.885144E-04
    390  3.326694425457E-07  1.018741E-02  8.877161E-05  1.018978E-04  2.012192E-04  4.939936E-04
    391  3.340037100151E-07  1.022072E-02  8.916847E-05  1.024924E-04  2.027070E-04  4.984369E-04
    392  3.350695391246E-07  1.024732E-02  8.948573E-05  1.029684E-04  2.038996E-04  5.020034E-04
    393  3.359155331906E-07  1.026843E-02  8.973771E-05  1.033469E-04  2.048488E-04  5.048451E-04
    394  3.365864849261E-07  1.028517E-02  8.993766E-05  1.036474E-04  2.056033E-04  5.071056E-04
    395  3.389842179625E-07  1.034496E-02  9.065289E-05  1.047242E-04  2.083113E-04  5.152333E-04
    396  3.408004924274E-07  1.039022E-02  9.119541E-05  1.055428E-04  2.103749E-04  5.214414E-04
    397  3.422735786883E-07  1.042691E-02  9.163587E-05  1.062085E-04  2.120563E-04  5.265090E-04
    398  3.434571545112E-07  1.045638E-02  9.199006E-05  1.067447E-04  2.134124E-04  5.306019E-04
    399  3.444006821769E-07  1.047986E-02  9.227260E-05  1.071728E-04  2.144966E-04  5.338782E-04
    400  3.451500270301E-07  1.049851E-02  9.249711E-05  1.075133E-04  2.153597E-04  5.364887E-04
    401  3.457471290773E-07  1.051336E-02  9.267608E-05  1.077850E-04  2.160488E-04  5.385743E-04
    402  3.479117941366E-07  1.056719E-02  9.332543E-05  1.087720E-04  2.185564E-04  5.461755E-04
    403  3.496850073262E-07  1.061126E-02  9.385799E-05  1.095832E-04  2.206217E-04  5.524493E-04
    404  3.511241783638E-07  1.064701E-02  9.429064E-05  1.102432E-04  2.223053E-04  5.575725E-04
    405  3.522814905348E-07  1.067575E-02  9.463882E-05  1.107752E-04  2.236640E-04  5.617127E-04
    406  3.532051983307E-07  1.069868E-02  9.491689E-05  1.112005E-04  2.247515E-04  5.650302E-04
    407  3.539401140698E-07  1.071692E-02  9.513823E-05  1.115393E-04  2.256187E-04  5.676779E-04
    408  3.545271990677E-07  1.073148E-02  9.531512E-05  1.118102E-04  2.263127E-04  5.697983E-04
    409  3.565988944049E-07  1.078286E-02  9.593978E-05  1.127684E-04  2.287703E-04  5.773180E-04
    410  3.582953667413E-07  1.082491E-02  9.645186E-05  1.135553E-04  2.307931E-04  5.835192E-04
    411  3.596717821529E-07  1.085901E-02  9.686768E-05  1.141954E-04  2.324409E-04  5.885792E-04
    412  3.607785354781E-07  1.088641E-02  9.720226E-05  1.147110E-04  2.337703E-04  5.926666E-04
    413  3.616624378801E-07  1.090829E-02  9.746963E-05  1.151235E-04  2.348347E-04  5.959429E-04
    414  3.623669670701E-07  1.092573E-02  9.768283E-05  1.154527E-04  2.356850E-04  5.985620E-04
    415  3.647313176551E-07  1.098421E-02  9.839890E-05  1.165600E-04  2.385498E-04  6.074009E-04
    416  3.665597969493E-07  1.102941E-02  9.895330E-05  1.174192E-04  2.407775E-04  6.142887E-04
    417  3.680511117693E-07  1.106625E-02  9.940587E-05  1.181217E-04  2.426022E-04  6.199403E-04
    418  3.692563112033E-07  1.109601E-02  9.977187E-05  1.186906E-04  2.440820E-04  6.245298E-04
    419  3.702226759018E-07  1.111987E-02  1.000655E-04  1.191475E-04  2.452718E-04  6.282241E-04
    420  3.709943207498E-07  1.113891E-02  1.003001E-04  1.195128E-04  2.462241E-04  6.311833E-04
    421  3.716118924053E-07  1.115414E-02  1.004879E-04  1.198055E-04  2.469875E-04  6.335574E-04
    422  3.740918170726E-07  1.121529E-02  1.012426E-04  1.209836E-04  2.500652E-04  6.431436E-04
    423  3.759379355082E-07  1.126078E-02  1.018051E-04  1.218634E-04  2.523689E-04  6.503345E-04
    424  3.774471106399E-07  1.129794E-02  1.022653E-04  1.225844E-04  2.542601E-04  6.562477E-04
    425  3.786696249626E-07  1.132803E-02  1.026383E-04  1.231696E-04  2.557974E-04  6.610606E-04
    426  3.796521146395E-07  1.135220E-02  1.029382E-04  1.236407E-04  2.570362E-04  6.649434E-04
    427  3.804381871977E-07  1.137153E-02  1.031783E-04  1.240181E-04  2.580295E-04  6.680595E-04
    428  3.810681609888E-07  1.138702E-02  1.033708E-04  1.243209E-04  2.588270E-04  6.705630E-04
    429  3.842241693846E-07  1.146457E-02  1.043359E-04  1.258418E-04  2.628407E-04  6.831868E-04
    430  3.927463048561E-07  1.167351E-02  1.069490E-04  1.299832E-04  2.738342E-04  7.179595E-04
    431  3.992034660860E-07  1.183138E-02  1.089355E-04  1.331540E-04  2.823139E-04  7.449735E-04
    432  4.044123424956E-07  1.195845E-02  1.105418E-04  1.357321E-04  2.892480E-04  7.671851E-04
    433  4.088410008844E-07  1.206627E-02  1.119102E-04  1.379382E-04  2.952091E-04  7.863649E-04
    434  4.200572139501E-07  1.233849E-02  1.153862E-04  1.435825E-04  3.105740E-04  8.361559E-04
    435  4.233387465403E-07  1.241790E-02  1.164058E-04  1.452490E-04  3.151415E-04  8.510531E-04
    436  4.263976429854E-07  1.249182E-02  1.173573E-04  1.468086E-04  3.194283E-04  8.650742E-04
    437  4.284278730018E-07  1.254082E-02  1.179894E-04  1.478470E-04  3.222891E-04  8.744519E-04
    438  4.355871822112E-07  1.271330E-02  1.202216E-04  1.515290E-04  3.324759E-04  9.079775E-04
    439  4.413276691448E-07  1.285121E-02  1.220150E-04  1.545039E-04  3.407542E-04  9.353732E-04
    440  4.460731686436E-07  1.296495E-02  1.234998E-04  1.569783E-04  3.476714E-04  9.583660E-04
    441  4.581160287383E-07  1.325251E-02  1.272767E-04  1.633172E-04  3.655226E-04  1.018119E-03
    442  4.615695841285E-07  1.333468E-02  1.283620E-04  1.651506E-04  3.707200E-04  1.035626E-03
    443  4.647669851198E-07  1.341064E-02  1.293676E-04  1.668540E-04  3.755626E-04  1.051981E-03
    444  4.735046200530E-07  1.361764E-02  1.321193E-04  1.715385E-04  3.889465E-04  1.097400E-03
    445  4.801648231567E-07  1.377484E-02  1.342203E-04  1.751376E-04  3.992949E-04  1.132729E-03
    446  4.855363634801E-07  1.390125E-02  1.359168E-04  1.780579E-04  4.077327E-04  1.161669E-03
    447  4.900588567864E-07  1.400743E-02  1.373464E-04  1.805286E-04  4.148998E-04  1.186344E-03
    448  5.017256696917E-07  1.428025E-02  1.410396E-04  1.869518E-04  4.336527E-04  1.251299E-03
    449  5.051372457250E-07  1.435972E-02  1.421208E-04  1.888433E-04  4.392075E-04  1.270647E-03
    450  5.083338333741E-07  1.443406E-02  1.431344E-04  1.906210E-04  4.444414E-04  1.288920E-03
    451  5.171141916445E-07  1.463764E-02  1.459206E-04  1.955301E-04  4.589611E-04  1.339833E-03
    452  5.238471293649E-07  1.479312E-02  1.480591E-04  1.993201E-04  4.702365E-04  1.379587E-03
    453  5.292836436501E-07  1.491826E-02  1.497870E-04  2.023962E-04  4.794294E-04  1.412138E-03
    454  5.338450912074E-07  1.502299E-02  1.512374E-04  2.049879E-04  4.872032E-04  1.439759E-03
    455  5.455869432969E-07  1.529141E-02  1.549735E-04  2.117036E-04  5.074663E-04  1.512155E-03
    456  5.490016910512E-07  1.536915E-02  1.560606E-04  2.136684E-04  5.134267E-04  1.533559E-03
    457  5.522251494750E-07  1.544241E-02  1.570871E-04  2.155279E-04  5.190808E-04  1.553908E-03
    458  5.611237252459E-07  1.564397E-02  1.599214E-04  2.206847E-04  5.348277E-04  1.610805E-03
    459  5.679584347225E-07  1.579812E-02  1.620990E-04  2.246685E-04  5.470590E-04  1.655224E-03
