 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
   6320  5.082483070446E-05  6.000000E+09  6.000000E+09  3.421179E+18  6.869318E+20  6.305524E+11  6.869318E+20  5.000000E-01 -9.992007E-15
   6321  5.084266003127E-05  6.000000E+09  6.000000E+09  3.421191E+18  6.866959E+20  6.305543E+11  6.866959E+20  5.000000E-01 -9.992007E-15
   6322  5.084882950308E-05  6.000000E+09  6.000000E+09  3.421195E+18  6.866101E+20  6.305549E+11  6.866101E+20  5.000000E-01 -1.021405E-14
   6323  5.085500467374E-05  6.000000E+09  6.000000E+09  3.421200E+18  6.865273E+20  6.305556E+11  6.865273E+20  5.000000E-01 -9.769963E-15
   6324  5.087284300477E-05  6.000000E+09  6.000000E+09  3.421212E+18  6.862916E+20  6.305574E+11  6.862916E+20  5.000000E-01 -9.769963E-15
   6325  5.087901647193E-05  6.000000E+09  6.000000E+09  3.421216E+18  6.862058E+20  6.305581E+11  6.862058E+20  5.000000E-01 -9.769963E-15
   6326  5.088519526473E-05  6.000000E+09  6.000000E+09  3.421220E+18  6.861231E+20  6.305587E+11  6.861231E+20  5.000000E-01 -9.769963E-15
   6327  5.090304315176E-05  6.000000E+09  6.000000E+09  3.421233E+18  6.858875E+20  6.305606E+11  6.858875E+20  5.000000E-01 -1.021405E-14
   6328  5.090922080532E-05  6.000000E+09  6.000000E+09  3.421237E+18  6.858017E+20  6.305612E+11  6.858017E+20  5.000000E-01 -9.769963E-15
   6329  5.091540335921E-05  6.000000E+09  6.000000E+09  3.421241E+18  6.857191E+20  6.305618E+11  6.857191E+20  5.000000E-01 -9.325873E-15
   6330  5.093326110844E-05  6.000000E+09  6.000000E+09  3.421253E+18  6.854836E+20  6.305637E+11  6.854836E+20  5.000000E-01 -8.881784E-15
   6331  5.093944305679E-05  6.000000E+09  6.000000E+09  3.421258E+18  6.853978E+20  6.305643E+11  6.853978E+20  5.000000E-01 -9.325873E-15
   6332  5.094562948320E-05  6.000000E+09  6.000000E+09  3.421262E+18  6.853152E+20  6.305650E+11  6.853152E+20  5.000000E-01 -9.547918E-15
   6333  5.096349742424E-05  6.000000E+09  6.000000E+09  3.421274E+18  6.850798E+20  6.305668E+11  6.850798E+20  5.000000E-01 -9.769963E-15
   6334  5.096968378137E-05  6.000000E+09  6.000000E+09  3.421278E+18  6.849940E+20  6.305675E+11  6.849940E+20  5.000000E-01 -9.769963E-15
   6335  5.097587415825E-05  6.000000E+09  6.000000E+09  3.421283E+18  6.849114E+20  6.305681E+11  6.849114E+20  5.000000E-01 -9.325873E-15
   6336  5.099375240679E-05  6.000000E+09  6.000000E+09  3.421295E+18  6.846761E+20  6.305700E+11  6.846761E+20  5.000000E-01 -9.325873E-15
   6337  5.099994321846E-05  6.000000E+09  6.000000E+09  3.421299E+18  6.845904E+20  6.305706E+11  6.845904E+20  5.000000E-01 -9.769963E-15
   6338  5.100613759087E-05  6.000000E+09  6.000000E+09  3.421303E+18  6.845079E+20  6.305712E+11  6.845079E+20  5.000000E-01 -9.325873E-15
   6339  5.102402631459E-05  6.000000E+09  6.000000E+09  3.421315E+18  6.842726E+20  6.305731E+11  6.842726E+20  5.000000E-01 -9.325873E-15
   6340  5.103022164407E-05  6.000000E+09  6.000000E+09  3.421320E+18  6.841870E+20  6.305737E+11  6.841870E+20  5.000000E-01 -9.547918E-15
   6341  5.103642007321E-05  6.000000E+09  6.000000E+09  3.421324E+18  6.841044E+20  6.305744E+11  6.841044E+20  5.000000E-01 -9.769963E-15
   6342  5.105431942851E-05  6.000000E+09  6.000000E+09  3.421336E+18  6.838693E+20  6.305762E+11  6.838693E+20  5.000000E-01 -9.769963E-15
   6343  5.106051933613E-05  6.000000E+09  6.000000E+09  3.421340E+18  6.837837E+20  6.305769E+11  6.837837E+20  5.000000E-01 -9.547918E-15
   6344  5.106672186314E-05  6.000000E+09  6.000000E+09  3.421345E+18  6.837012E+20  6.305775E+11  6.837012E+20  5.000000E-01 -9.547918E-15
   6345  5.108463193225E-05  6.000000E+09  6.000000E+09  3.421357E+18  6.834661E+20  6.305794E+11  6.834661E+20  5.000000E-01 -9.547918E-15
   6346  5.109083645141E-05  6.000000E+09  6.000000E+09  3.421361E+18  6.833805E+20  6.305800E+11  6.833805E+20  5.000000E-01 -9.325873E-15
   6347  5.109704311361E-05  6.000000E+09  6.000000E+09  3.421365E+18  6.832980E+20  6.305807E+11  6.832980E+20  5.000000E-01 -9.547918E-15
   6348  5.111496402225E-05  6.000000E+09  6.000000E+09  3.421378E+18  6.830631E+20  6.305825E+11  6.830631E+20  5.000000E-01 -9.325873E-15
   6349  5.112117320265E-05  6.000000E+09  6.000000E+09  3.421382E+18  6.829775E+20  6.305832E+11  6.829775E+20  5.000000E-01 -8.881784E-15
   6350  5.112738405179E-05  6.000000E+09  6.000000E+09  3.421386E+18  6.828950E+20  6.305838E+11  6.828950E+20  5.000000E-01 -8.881784E-15
   6351  5.114531587994E-05  6.000000E+09  6.000000E+09  3.421398E+18  6.826602E+20  6.305857E+11  6.826602E+20  5.000000E-01 -8.659740E-15
   6352  5.115152975751E-05  6.000000E+09  6.000000E+09  3.421403E+18  6.825746E+20  6.305863E+11  6.825746E+20  5.000000E-01 -8.659740E-15
   6353  5.115774482057E-05  6.000000E+09  6.000000E+09  3.421407E+18  6.824922E+20  6.305869E+11  6.824922E+20  5.000000E-01 -8.881784E-15
   6354  5.117568769160E-05  6.000000E+09  6.000000E+09  3.421419E+18  6.822574E+20  6.305888E+11  6.822574E+20  5.000000E-01 -8.659740E-15
   6355  5.118190631507E-05  6.000000E+09  6.000000E+09  3.421423E+18  6.821719E+20  6.305894E+11  6.821719E+20  5.000000E-01 -8.437695E-15
   6356  5.118812563900E-05  6.000000E+09  6.000000E+09  3.421428E+18  6.820895E+20  6.305901E+11  6.820895E+20  5.000000E-01 -8.215650E-15
   6357  5.120607967566E-05  6.000000E+09  6.000000E+09  3.421440E+18  6.818548E+20  6.305919E+11  6.818548E+20  5.000000E-01 -8.437695E-15
   6358  5.121230309422E-05  6.000000E+09  6.000000E+09  3.421444E+18  6.817693E+20  6.305926E+11  6.817693E+20  5.000000E-01 -8.437695E-15
   6359  5.121852672170E-05  6.000000E+09  6.000000E+09  3.421448E+18  6.816869E+20  6.305932E+11  6.816869E+20  5.000000E-01 -8.659740E-15
   6360  5.123649198533E-05  6.000000E+09  6.000000E+09  3.421461E+18  6.814523E+20  6.305951E+11  6.814523E+20  5.000000E-01 -8.437695E-15
   6361  5.124272022867E-05  6.000000E+09  6.000000E+09  3.421465E+18  6.813668E+20  6.305957E+11  6.813668E+20  5.000000E-01 -8.437695E-15
   6362  5.124894818916E-05  6.000000E+09  6.000000E+09  3.421469E+18  6.812844E+20  6.305964E+11  6.812844E+20  5.000000E-01 -8.437695E-15
   6363  5.126692484241E-05  6.000000E+09  6.000000E+09  3.421481E+18  6.810500E+20  6.305982E+11  6.810500E+20  5.000000E-01 -8.659740E-15
   6364  5.127315797091E-05  6.000000E+09  6.000000E+09  3.421486E+18  6.809645E+20  6.305989E+11  6.809645E+20  5.000000E-01 -8.437695E-15
   6365  5.127939032730E-05  6.000000E+09  6.000000E+09  3.421490E+18  6.808821E+20  6.305995E+11  6.808821E+20  5.000000E-01 -8.659740E-15
   6366  5.129737846325E-05  6.000000E+09  6.000000E+09  3.421502E+18  6.806478E+20  6.306014E+11  6.806478E+20  5.000000E-01 -8.659740E-15
   6367  5.130361651924E-05  6.000000E+09  6.000000E+09  3.421506E+18  6.805623E+20  6.306020E+11  6.805623E+20  5.000000E-01 -8.215650E-15
   6368  5.130985329017E-05  6.000000E+09  6.000000E+09  3.421511E+18  6.804800E+20  6.306026E+11  6.804800E+20  5.000000E-01 -8.437695E-15
   6369  5.132785295093E-05  6.000000E+09  6.000000E+09  3.421523E+18  6.802456E+20  6.306045E+11  6.802456E+20  5.000000E-01 -8.437695E-15
   6370  5.133409595735E-05  6.000000E+09  6.000000E+09  3.421527E+18  6.801602E+20  6.306051E+11  6.801602E+20  5.000000E-01 -7.771561E-15
   6371  5.134033717665E-05  6.000000E+09  6.000000E+09  3.421531E+18  6.800779E+20  6.306058E+11  6.800779E+20  5.000000E-01 -8.215650E-15
   6372  5.135834849535E-05  6.000000E+09  6.000000E+09  3.421544E+18  6.798437E+20  6.306076E+11  6.798437E+20  5.000000E-01 -8.215650E-15
   6373  5.136459650446E-05  6.000000E+09  6.000000E+09  3.421548E+18  6.797582E+20  6.306083E+11  6.797582E+20  5.000000E-01 -7.993606E-15
   6374  5.137084222196E-05  6.000000E+09  6.000000E+09  3.421552E+18  6.796760E+20  6.306089E+11  6.796760E+20  5.000000E-01 -8.215650E-15
   6375  5.138886531066E-05  6.000000E+09  6.000000E+09  3.421564E+18  6.794418E+20  6.306108E+11  6.794418E+20  5.000000E-01 -8.437695E-15
   6376  5.139511837028E-05  6.000000E+09  6.000000E+09  3.421569E+18  6.793564E+20  6.306114E+11  6.793564E+20  5.000000E-01 -8.881784E-15
   6377  5.140136861952E-05  6.000000E+09  6.000000E+09  3.421573E+18  6.792742E+20  6.306121E+11  6.792742E+20  5.000000E-01 -8.659740E-15
   6378  5.141940361383E-05  6.000000E+09  6.000000E+09  3.421585E+18  6.790401E+20  6.306139E+11  6.790401E+20  5.000000E-01 -8.881784E-15
   6379  5.142566178039E-05  6.000000E+09  6.000000E+09  3.421589E+18  6.789547E+20  6.306146E+11  6.789547E+20  5.000000E-01 -8.881784E-15
   6380  5.143191662699E-05  6.000000E+09  6.000000E+09  3.421594E+18  6.788725E+20  6.306152E+11  6.788725E+20  5.000000E-01 -8.659740E-15
   6381  5.144996362925E-05  6.000000E+09  6.000000E+09  3.421606E+18  6.786385E+20  6.306171E+11  6.786385E+20  5.000000E-01 -8.659740E-15
   6382  5.145622694296E-05  6.000000E+09  6.000000E+09  3.421610E+18  6.785531E+20  6.306177E+11  6.785531E+20  5.000000E-01 -8.881784E-15
   6383  5.146248641178E-05  6.000000E+09  6.000000E+09  3.421614E+18  6.784709E+20  6.306184E+11  6.784709E+20  5.000000E-01 -8.881784E-15
   6384  5.148054549205E-05  6.000000E+09  6.000000E+09  3.421626E+18  6.782370E+20  6.306202E+11  6.782370E+20  5.000000E-01 -9.325873E-15
   6385  5.148681399034E-05  6.000000E+09  6.000000E+09  3.421631E+18  6.781517E+20  6.306209E+11  6.781517E+20  5.000000E-01 -8.881784E-15
   6386  5.149307813642E-05  6.000000E+09  6.000000E+09  3.421635E+18  6.780695E+20  6.306215E+11  6.780695E+20  5.000000E-01 -9.103829E-15
   6387  5.151114946566E-05  6.000000E+09  6.000000E+09  3.421647E+18  6.778356E+20  6.306234E+11  6.778356E+20  5.000000E-01 -9.103829E-15
   6388  5.151742321414E-05  6.000000E+09  6.000000E+09  3.421651E+18  6.777503E+20  6.306240E+11  6.777503E+20  5.000000E-01 -9.325873E-15
   6389  5.152369208192E-05  6.000000E+09  6.000000E+09  3.421656E+18  6.776681E+20  6.306247E+11  6.776681E+20  5.000000E-01 -9.547918E-15
   6390  5.154177575317E-05  6.000000E+09  6.000000E+09  3.421668E+18  6.774344E+20  6.306265E+11  6.774344E+20  5.000000E-01 -1.021405E-14
   6391  5.154805479220E-05  6.000000E+09  6.000000E+09  3.421672E+18  6.773491E+20  6.306272E+11  6.773491E+20  5.000000E-01 -1.021405E-14
   6392  5.155432841148E-05  6.000000E+09  6.000000E+09  3.421677E+18  6.772669E+20  6.306278E+11  6.772669E+20  5.000000E-01 -1.021405E-14
   6393  5.157242453485E-05  6.000000E+09  6.000000E+09  3.421689E+18  6.770332E+20  6.306297E+11  6.770332E+20  5.000000E-01 -9.992007E-15
   6394  5.157870891450E-05  6.000000E+09  6.000000E+09  3.421693E+18  6.769479E+20  6.306303E+11  6.769479E+20  5.000000E-01 -9.992007E-15
   6395  5.158498735021E-05  6.000000E+09  6.000000E+09  3.421697E+18  6.768658E+20  6.306310E+11  6.768658E+20  5.000000E-01 -9.547918E-15
   6396  5.160309611804E-05  6.000000E+09  6.000000E+09  3.421710E+18  6.766322E+20  6.306328E+11  6.766322E+20  5.000000E-01 -9.325873E-15
   6397  5.160938591350E-05  6.000000E+09  6.000000E+09  3.421714E+18  6.765469E+20  6.306335E+11  6.765469E+20  5.000000E-01 -9.325873E-15
   6398  5.161566922297E-05  6.000000E+09  6.000000E+09  3.421718E+18  6.764648E+20  6.306341E+11  6.764648E+20  5.000000E-01 -9.325873E-15
   6399  5.163379072483E-05  6.000000E+09  6.000000E+09  3.421730E+18  6.762312E+20  6.306360E+11  6.762312E+20  5.000000E-01 -9.992007E-15
   6400  5.164008597659E-05  6.000000E+09  6.000000E+09  3.421735E+18  6.761460E+20  6.306366E+11  6.761460E+20  5.000000E-01 -9.547918E-15
   6401  5.164637420627E-05  6.000000E+09  6.000000E+09  3.421739E+18  6.760639E+20  6.306373E+11  6.760639E+20  5.000000E-01 -9.769963E-15
   6402  5.166450862510E-05  6.000000E+09  6.000000E+09  3.421751E+18  6.758304E+20  6.306391E+11  6.758304E+20  5.000000E-01 -9.769963E-15
   6403  5.167080940722E-05  6.000000E+09  6.000000E+09  3.421755E+18  6.757451E+20  6.306398E+11  6.757451E+20  5.000000E-01 -9.547918E-15
   6404  5.167710260857E-05  6.000000E+09  6.000000E+09  3.421760E+18  6.756631E+20  6.306404E+11  6.756630E+20  5.000000E-01 -9.769963E-15
   6405  5.169525003029E-05  6.000000E+09  6.000000E+09  3.421772E+18  6.754296E+20  6.306423E+11  6.754296E+20  5.000000E-01 -1.021405E-14
   6406  5.170155638269E-05  6.000000E+09  6.000000E+09  3.421776E+18  6.753444E+20  6.306429E+11  6.753444E+20  5.000000E-01 -1.043610E-14
   6407  5.170785460662E-05  6.000000E+09  6.000000E+09  3.421780E+18  6.752623E+20  6.306436E+11  6.752623E+20  5.000000E-01 -1.065814E-14
   6408  5.172601518747E-05  6.000000E+09  6.000000E+09  3.421793E+18  6.750290E+20  6.306454E+11  6.750290E+20  5.000000E-01 -1.110223E-14
   6409  5.173232717486E-05  6.000000E+09  6.000000E+09  3.421797E+18  6.749437E+20  6.306461E+11  6.749437E+20  5.000000E-01 -1.088019E-14
   6410  5.173863047372E-05  6.000000E+09  6.000000E+09  3.421801E+18  6.748617E+20  6.306467E+11  6.748617E+20  5.000000E-01 -1.088019E-14
   6411  5.175680433437E-05  6.000000E+09  6.000000E+09  3.421813E+18  6.746284E+20  6.306486E+11  6.746284E+20  5.000000E-01 -1.110223E-14
   6412  5.176312201010E-05  6.000000E+09  6.000000E+09  3.421818E+18  6.745432E+20  6.306492E+11  6.745432E+20  5.000000E-01 -1.088019E-14
   6413  5.176943044072E-05  6.000000E+09  6.000000E+09  3.421822E+18  6.744612E+20  6.306499E+11  6.744612E+20  5.000000E-01 -1.110223E-14
   6414  5.178761777324E-05  6.000000E+09  6.000000E+09  3.421834E+18  6.742279E+20  6.306518E+11  6.742279E+20  5.000000E-01 -1.065814E-14
   6415  5.179394121455E-05  6.000000E+09  6.000000E+09  3.421838E+18  6.741427E+20  6.306524E+11  6.741427E+20  5.000000E-01 -1.065814E-14
   6416  5.180025483866E-05  6.000000E+09  6.000000E+09  3.421843E+18  6.740607E+20  6.306530E+11  6.740607E+20  5.000000E-01 -1.043610E-14
   6417  5.181845581516E-05  6.000000E+09  6.000000E+09  3.421855E+18  6.738275E+20  6.306549E+11  6.738275E+20  5.000000E-01 -1.043610E-14
   6418  5.182478509449E-05  6.000000E+09  6.000000E+09  3.421859E+18  6.737424E+20  6.306556E+11  6.737424E+20  5.000000E-01 -1.043610E-14
   6419  5.183110398969E-05  6.000000E+09  6.000000E+09  3.421863E+18  6.736604E+20  6.306562E+11  6.736604E+20  5.000000E-01 -1.043610E-14
   6420  5.184931872311E-05  6.000000E+09  6.000000E+09  3.421876E+18  6.734272E+20  6.306581E+11  6.734272E+20  5.000000E-01 -1.043610E-14
   6421  5.185565389097E-05  6.000000E+09  6.000000E+09  3.421880E+18  6.733421E+20  6.306587E+11  6.733421E+20  5.000000E-01 -1.021405E-14
   6422  5.186197808877E-05  6.000000E+09  6.000000E+09  3.421884E+18  6.732601E+20  6.306594E+11  6.732601E+20  5.000000E-01 -9.992007E-15
   6423  5.188020673652E-05  6.000000E+09  6.000000E+09  3.421897E+18  6.730270E+20  6.306612E+11  6.730270E+20  5.000000E-01 -9.769963E-15
   6424  5.188654786025E-05  6.000000E+09  6.000000E+09  3.421901E+18  6.729418E+20  6.306619E+11  6.729418E+20  5.000000E-01 -1.021405E-14
   6425  5.189287743360E-05  6.000000E+09  6.000000E+09  3.421905E+18  6.728599E+20  6.306625E+11  6.728599E+20  5.000000E-01 -1.043610E-14
   6426  5.191112015075E-05  6.000000E+09  6.000000E+09  3.421917E+18  6.726269E+20  6.306644E+11  6.726269E+20  5.000000E-01 -1.021405E-14
   6427  5.191746729574E-05  6.000000E+09  6.000000E+09  3.421922E+18  6.725417E+20  6.306650E+11  6.725417E+20  5.000000E-01 -9.769963E-15
   6428  5.192380231537E-05  6.000000E+09  6.000000E+09  3.421926E+18  6.724597E+20  6.306657E+11  6.724597E+20  5.000000E-01 -9.547918E-15
   6429  5.194205935235E-05  6.000000E+09  6.000000E+09  3.421938E+18  6.722268E+20  6.306676E+11  6.722268E+20  5.000000E-01 -9.547918E-15
   6430  5.194841261876E-05  6.000000E+09  6.000000E+09  3.421942E+18  6.721416E+20  6.306682E+11  6.721416E+20  5.000000E-01 -9.769963E-15
   6431  5.195475316512E-05  6.000000E+09  6.000000E+09  3.421947E+18  6.720597E+20  6.306689E+11  6.720597E+20  5.000000E-01 -1.021405E-14
   6432  5.197302465221E-05  6.000000E+09  6.000000E+09  3.421959E+18  6.718267E+20  6.306707E+11  6.718267E+20  5.000000E-01 -1.043610E-14
   6433  5.197938409863E-05  6.000000E+09  6.000000E+09  3.421963E+18  6.717416E+20  6.306714E+11  6.717416E+20  5.000000E-01 -1.043610E-14
   6434  5.198573023233E-05  6.000000E+09  6.000000E+09  3.421967E+18  6.716597E+20  6.306720E+11  6.716597E+20  5.000000E-01 -1.065814E-14
   6435  5.200401637467E-05  6.000000E+09  6.000000E+09  3.421980E+18  6.714268E+20  6.306739E+11  6.714268E+20  5.000000E-01 -1.065814E-14
   6436  5.201038208768E-05  6.000000E+09  6.000000E+09  3.421984E+18  6.713417E+20  6.306745E+11  6.713417E+20  5.000000E-01 -1.043610E-14
   6437  5.201673387735E-05  6.000000E+09  6.000000E+09  3.421988E+18  6.712597E+20  6.306752E+11  6.712597E+20  5.000000E-01 -1.065814E-14
   6438  5.203503486250E-05  6.000000E+09  6.000000E+09  3.422001E+18  6.710269E+20  6.306770E+11  6.710269E+20  5.000000E-01 -1.065814E-14
   6439  5.204140691930E-05  6.000000E+09  6.000000E+09  3.422005E+18  6.709418E+20  6.306777E+11  6.709418E+20  5.000000E-01 -1.043610E-14
   6440  5.204776444486E-05  6.000000E+09  6.000000E+09  3.422009E+18  6.708598E+20  6.306783E+11  6.708598E+20  5.000000E-01 -1.021405E-14
   6441  5.206608046741E-05  6.000000E+09  6.000000E+09  3.422021E+18  6.706271E+20  6.306802E+11  6.706271E+20  5.000000E-01 -9.769963E-15
   6442  5.207245895305E-05  6.000000E+09  6.000000E+09  3.422026E+18  6.705420E+20  6.306809E+11  6.705420E+20  5.000000E-01 -9.992007E-15
   6443  5.207882229670E-05  6.000000E+09  6.000000E+09  3.422030E+18  6.704600E+20  6.306815E+11  6.704600E+20  5.000000E-01 -9.547918E-15
   6444  5.209715358544E-05  6.000000E+09  6.000000E+09  3.422042E+18  6.702273E+20  6.306834E+11  6.702273E+20  5.000000E-01 -9.769963E-15
   6445  5.210353859390E-05  6.000000E+09  6.000000E+09  3.422046E+18  6.701422E+20  6.306840E+11  6.701422E+20  5.000000E-01 -9.547918E-15
   6446  5.210990782040E-05  6.000000E+09  6.000000E+09  3.422051E+18  6.700602E+20  6.306847E+11  6.700602E+20  5.000000E-01 -9.547918E-15
   6447  5.212825457376E-05  6.000000E+09  6.000000E+09  3.422063E+18  6.698275E+20  6.306866E+11  6.698275E+20  5.000000E-01 -9.769963E-15
   6448  5.213464618982E-05  6.000000E+09  6.000000E+09  3.422067E+18  6.697424E+20  6.306872E+11  6.697424E+20  5.000000E-01 -9.992007E-15
   6449  5.214102141333E-05  6.000000E+09  6.000000E+09  3.422072E+18  6.696605E+20  6.306879E+11  6.696605E+20  5.000000E-01 -1.021405E-14
   6450  5.215938387173E-05  6.000000E+09  6.000000E+09  3.422084E+18  6.694278E+20  6.306897E+11  6.694278E+20  5.000000E-01 -1.021405E-14
   6451  5.216578219567E-05  6.000000E+09  6.000000E+09  3.422088E+18  6.693428E+20  6.306904E+11  6.693428E+20  5.000000E-01 -9.769963E-15
   6452  5.217216348461E-05  6.000000E+09  6.000000E+09  3.422092E+18  6.692608E+20  6.306910E+11  6.692608E+20  5.000000E-01 -1.021405E-14
   6453  5.219054183402E-05  6.000000E+09  6.000000E+09  3.422105E+18  6.690282E+20  6.306929E+11  6.690282E+20  5.000000E-01 -1.021405E-14
   6454  5.219694694730E-05  6.000000E+09  6.000000E+09  3.422109E+18  6.689431E+20  6.306936E+11  6.689431E+20  5.000000E-01 -1.043610E-14
   6455  5.220333438298E-05  6.000000E+09  6.000000E+09  3.422113E+18  6.688612E+20  6.306942E+11  6.688612E+20  5.000000E-01 -1.043610E-14
   6456  5.222172883975E-05  6.000000E+09  6.000000E+09  3.422126E+18  6.686285E+20  6.306961E+11  6.686285E+20  5.000000E-01 -9.992007E-15
   6457  5.222814083354E-05  6.000000E+09  6.000000E+09  3.422130E+18  6.685435E+20  6.306967E+11  6.685435E+20  5.000000E-01 -1.021405E-14
   6458  5.223453449945E-05  6.000000E+09  6.000000E+09  3.422134E+18  6.684615E+20  6.306974E+11  6.684615E+20  5.000000E-01 -1.043610E-14
   6459  5.225294534723E-05  6.000000E+09  6.000000E+09  3.422146E+18  6.682290E+20  6.306993E+11  6.682290E+20  5.000000E-01 -1.021405E-14
   6460  5.225936434112E-05  6.000000E+09  6.000000E+09  3.422151E+18  6.681438E+20  6.306999E+11  6.681438E+20  5.000000E-01 -1.043610E-14
   6461  5.226576434293E-05  6.000000E+09  6.000000E+09  3.422155E+18  6.680619E+20  6.307006E+11  6.680619E+20  5.000000E-01 -1.110223E-14
   6462  5.228419181786E-05  6.000000E+09  6.000000E+09  3.422167E+18  6.678294E+20  6.307024E+11  6.678294E+20  5.000000E-01 -1.110223E-14
   6463  5.229061791228E-05  6.000000E+09  6.000000E+09  3.422172E+18  6.677443E+20  6.307031E+11  6.677443E+20  5.000000E-01 -1.065814E-14
   6464  5.229702435655E-05  6.000000E+09  6.000000E+09  3.422176E+18  6.676624E+20  6.307037E+11  6.676623E+20  5.000000E-01 -1.065814E-14
   6465  5.231546876556E-05  6.000000E+09  6.000000E+09  3.422188E+18  6.674298E+20  6.307056E+11  6.674298E+20  5.000000E-01 -1.088019E-14
